category	concept_eng	concept	concept_exemplar	exemplar	length	freq_ass	freq_rel	outlier
KITCHENWARE	plate	PIATTO	PIATTO_di ceramica	piatto di ceramica	3	444	0.03	no
KITCHENWARE	plate	PIATTO	PIATTO_di plastica	piatto di plastica	3	460	0.03	no
STATIONERY	copybook	QUADERNO	QUADERNO_a quadretti	quaderno a quadretti	3	311	0.02	no
STATIONERY	copybook	QUADERNO	QUADERNO_a quadrettoni	quaderno a quadrettoni	3	9	0	no
STATIONERY	copybook	QUADERNO	QUADERNO_a righe	quaderno a righe	3	242	0.02	no
STATIONERY	copybook	QUADERNO	QUADERNO_ad anelli	quaderno ad anelli	3	176	0.01	no
STATIONERY	copybook	QUADERNO	QUADERNO_da disegno	quaderno da disegno	3	33	0	no
STATIONERY	copybook	QUADERNO	QUADERNO_per appunti	quaderno per appunti	3	93	0.01	no
CLOTHES	scarf	SCIARPA	SCIARPA_ad anello	sciarpa ad anello	3	24	0	no
CLOTHES	scarf	SCIARPA	SCIARPA_di cotone	sciarpa di cotone	3	32	0	no
CLOTHES	scarf	SCIARPA	SCIARPA_di lana	sciarpa di lana	3	475	0.03	no
CLOTHES	scarf	SCIARPA	SCIARPA_di seta	sciarpa di seta	3	444	0.03	no
FURNITURE	chair	SEDIA	SEDIA_a dondolo	sedia a dondolo	3	2097	0.14	no
FURNITURE	chair	SEDIA	SEDIA_a rotelle	sedia a rotelle	3	10369	0.71	no
FURNITURE	chair	SEDIA	SEDIA_a sdraio	sedia a sdraio	3	1354	0.09	no
FURNITURE	chair	SEDIA	SEDIA_da cucina	sedia da cucina	3	133	0.01	no
FURNITURE	chair	SEDIA	SEDIA_da gaming	sedia da gaming	3	224	0.02	no
FURNITURE	chair	SEDIA	SEDIA_da giardino	sedia da giardino	3	313	0.02	no
FURNITURE	chair	SEDIA	SEDIA_da ufficio	sedia da ufficio	3	1133	0.08	no
FURNITURE	chair	SEDIA	SEDIA_di legno	sedia di legno	3	554	0.04	no
FURNITURE	chair	SEDIA	SEDIA_di metallo	sedia di metallo	3	109	0.01	no
FURNITURE	chair	SEDIA	SEDIA_di plastica	sedia di plastica	3	322	0.02	no
FURNITURE	chair	SEDIA	SEDIA_di vimini	sedia di vimini	3	131	0.01	no
HOUSING BUILDINGS	ceiling	SOFFITTO	SOFFITTO_a cassettoni	soffitto a cassettoni	3	2664	0.18	no
HOUSING BUILDINGS	ceiling	SOFFITTO	SOFFITTO_a cupola	soffitto a cupola	3	201	0.01	no
HOUSING BUILDINGS	ceiling	SOFFITTO	SOFFITTO_a volta	soffitto a volta	3	1925	0.13	no
HOUSING BUILDINGS	ceiling	SOFFITTO	SOFFITTO_con travi	soffitto con travi	3	798	0.05	no
HOUSING BUILDINGS	ceiling	SOFFITTO	SOFFITTO_di legno	soffitto di legno	3	318	0.02	no
VEHICLES	tram	TRAM	TRAM_su rotaie	tram su rotaie	3	35	0	no
VEHICLES	bicycle	BICICLETTA	BICICLETTA_con rotelle	bicicletta con rotelle	3	7	0	no
VEHICLES	bicycle	BICICLETTA	BICICLETTA_da ciclocross	bicicletta da ciclocross	3	14	0	no
VEHICLES	bicycle	BICICLETTA	BICICLETTA_da città	bicicletta da città	3	169	0.01	no
VEHICLES	bicycle	BICICLETTA	BICICLETTA_da corsa	bicicletta da corsa	3	1248	0.09	no
VEHICLES	bicycle	BICICLETTA	BICICLETTA_mountain bike	mountain bike	2	20291	1.4	no
VEHICLES	bicycle	BICICLETTA	BICICLETTA_mountain bike	bicicletta mountain bike	3	62	0	no
CLOTHES	shirt	CAMICIA	CAMICIA_a righe	camicia a righe	3	459	0.03	no
CLOTHES	shirt	CAMICIA	CAMICIA_button down	button down	2	238	0.02	no
CLOTHES	shirt	CAMICIA	CAMICIA_button down	camicia button down	3	33	0	no
CLOTHES	shirt	CAMICIA	CAMICIA_da donna	camicia da donna	3	73	0.01	no
CLOTHES	shirt	CAMICIA	CAMICIA_da uomo	camicia da uomo	3	381	0.03	no
CLOTHES	shirt	CAMICIA	CAMICIA_di cotone	camicia di cotone	3	216	0.01	no
CLOTHES	shirt	CAMICIA	CAMICIA_di flanella	camicia di flanella	3	353	0.02	no
CLOTHES	shirt	CAMICIA	CAMICIA_di lino	camicia di lino	3	280	0.02	no
CLOTHES	shirt	CAMICIA	CAMICIA_di seta	camicia di seta	3	454	0.03	no
ANIMALS	dog	CANE	CANE_border collie	border collie	2	1438	0.1	no
ANIMALS	dog	CANE	CANE_border collie	cane border collie	3	7	0	no
ANIMALS	dog	CANE	CANE_cavalier king	cavalier king	2	380	0.03	no
ANIMALS	dog	CANE	CANE_cavalier king	cane cavalier king	3	2	0	no
ANIMALS	dog	CANE	CANE_chow chow	chow chow	2	365	0.03	no
ANIMALS	dog	CANE	CANE_chow chow	cane chow chow	3	6	0	no
ANIMALS	dog	CANE	CANE_da caccia	cane da caccia	3	3544	0.24	no
ANIMALS	dog	CANE	CANE_da pastore	cane da pastore	3	2368	0.16	no
ANIMALS	dog	CANE	CANE_da tartufo	cane da tartufo	3	429	0.03	no
ANIMALS	dog	CANE	CANE_golden retriever	golden retriever	2	1468	0.1	no
ANIMALS	dog	CANE	CANE_golden retriever	cane golden retriever	3	12	0	no
ANIMALS	dog	CANE	CANE_jack russell	jack russell	2	504	0.03	no
ANIMALS	dog	CANE	CANE_jack russell	cane jack russell	3	3	0	no
ANIMALS	dog	CANE	CANE_pastore maremmano	pastore maremmano	2	981	0.07	no
ANIMALS	dog	CANE	CANE_pastore maremmano	cane pastore maremmano	3	36	0	no
ANIMALS	dog	CANE	CANE_pastore tedesco	pastore tedesco	2	9352	0.64	no
ANIMALS	dog	CANE	CANE_pastore tedesco	cane pastore tedesco	3	173	0.01	no
ANIMALS	dog	CANE	CANE_san bernardo	san bernardo	2	558	0.04	no
ANIMALS	dog	CANE	CANE_san bernardo	cane san bernardo	3	11	0	no
VEHICLES	carriage	CARROZZA	CARROZZA_a cavalli	carrozza a cavalli	3	244	0.02	no
VEHICLES	carriage	CARROZZA	CARROZZA_del treno	carrozza del treno	3	234	0.02	no
HOBBIES	cards	CARTE	CARTE_carta igienica	carte carta igienica	2	0	0	no
HOBBIES	cards	CARTE	CARTE_carta igienica	carte carta igienica	3	0	0	no
HOBBIES	cards	CARTE	CARTE_carta velina	carta velina	2	5578	0.38	no
HOBBIES	cards	CARTE	CARTE_carta velina	carte carta velina	3	1	0	no
HOBBIES	cards	CARTE	CARTE_da briscola	carte da briscola	3	156	0.01	no
HOBBIES	cards	CARTE	CARTE_da gioco	carte da gioco	3	6786	0.47	no
HOBBIES	cards	CARTE	CARTE_da imballaggio	carte da imballaggio	3	30	0	no
HOBBIES	cards	CARTE	CARTE_da poker	carte da poker	3	597	0.04	no
HOBBIES	cards	CARTE	CARTE_di credito	carte di credito	3	13342	0.92	no
FURNISHINGS/FITTINGS	frame	CORNICE	CORNICE_a giorno	cornice a giorno	3	76	0.01	no
FURNISHINGS/FITTINGS	frame	CORNICE	CORNICE_d argento	cornice d' argento	3	295	0.02	no
FURNISHINGS/FITTINGS	frame	CORNICE	CORNICE_d oro	cornice d' oro	3	127	0.01	no
FURNISHINGS/FITTINGS	frame	CORNICE	CORNICE_di alluminio	cornice di alluminio	3	145	0.01	no
FURNISHINGS/FITTINGS	frame	CORNICE	CORNICE_di ferro	cornice di ferro	3	33	0	no
FURNISHINGS/FITTINGS	frame	CORNICE	CORNICE_di legno	cornice di legno	3	795	0.05	no
FURNISHINGS/FITTINGS	frame	CORNICE	CORNICE_di metallo	cornice di metallo	3	101	0.01	no
FURNISHINGS/FITTINGS	frame	CORNICE	CORNICE_di plastica	cornice di plastica	3	92	0.01	no
ANIMALS	cat	GATTO	GATTO_british shorthair	british shorthair	2	214	0.01	no
ANIMALS	cat	GATTO	GATTO_british shorthair	gatto british shorthair	3	4	0	no
ANIMALS	cat	GATTO	GATTO_maine coon	maine coon	2	563	0.04	no
ANIMALS	cat	GATTO	GATTO_maine coon	gatto maine coon	3	12	0	no
CLOTHES	gloves	GUANTI	GUANTI_da baseball	guanti da baseball	3	26	0	no
CLOTHES	gloves	GUANTI	GUANTI_da boxe	guanti da boxe	3	127	0.01	no
CLOTHES	gloves	GUANTI	GUANTI_da cucina	guanti da cucina	3	253	0.02	no
CLOTHES	gloves	GUANTI	GUANTI_da giardinaggio	guanti da giardinaggio	3	315	0.02	no
CLOTHES	gloves	GUANTI	GUANTI_da lavoro	guanti da lavoro	3	1593	0.11	no
CLOTHES	gloves	GUANTI	GUANTI_da moto	guanti da moto	3	248	0.02	no
CLOTHES	gloves	GUANTI	GUANTI_da neve	guanti da neve	3	63	0	no
CLOTHES	gloves	GUANTI	GUANTI_da portiere	guanti da portiere	3	553	0.04	no
CLOTHES	gloves	GUANTI	GUANTI_da saldatore	guanti da saldatore	3	21	0	no
CLOTHES	gloves	GUANTI	GUANTI_da sci	guanti da sci	3	337	0.02	no
CLOTHES	gloves	GUANTI	GUANTI_da sera	guanti da sera	3	13	0	no
CLOTHES	gloves	GUANTI	GUANTI_di gomma	guanti di gomma	3	1451	0.1	no
CLOTHES	gloves	GUANTI	GUANTI_di lana	guanti di lana	3	436	0.03	no
CLOTHES	gloves	GUANTI	GUANTI_di lattice	guanti di lattice	3	872	0.06	no
CLOTHES	gloves	GUANTI	GUANTI_di pelle	guanti di pelle	3	601	0.04	no
CLOTHES	gloves	GUANTI	GUANTI_di seta	guanti di seta	3	178	0.01	no
CLOTHES	gloves	GUANTI	GUANTI_senza dita	guanti senza dita	3	225	0.02	no
FOODS	milk	LATTE	LATTE_al cioccolato	latte al cioccolato	3	356	0.02	no
FOODS	milk	LATTE	LATTE_d asina	latte d' asina	3	1722	0.12	no
FOODS	milk	LATTE	LATTE_d avena	latte d' avena	3	556	0.04	no
FOODS	milk	LATTE	LATTE_di bufala	latte di bufala	3	1903	0.13	no
FOODS	milk	LATTE	LATTE_di capra	latte di capra	3	4231	0.29	no
FOODS	milk	LATTE	LATTE_di cocco	latte di cocco	3	7050	0.49	no
FOODS	milk	LATTE	LATTE_di farro	latte di farro	3	58	0	no
FOODS	milk	LATTE	LATTE_di mandorla	latte di mandorla	3	3498	0.24	no
FOODS	milk	LATTE	LATTE_di mucca	latte di mucca	3	3324	0.23	no
FOODS	milk	LATTE	LATTE_di pecora	latte di pecora	3	2943	0.2	no
FOODS	milk	LATTE	LATTE_di riso	latte di riso	3	3129	0.22	no
FOODS	milk	LATTE	LATTE_di soia	latte di soia	3	8719	0.6	no
FOODS	milk	LATTE	LATTE_parzialmente scremato	latte parzialmente scremato	3	1868	0.13	no
FOODS	milk	LATTE	LATTE_senza lattosio	latte senza lattosio	3	460	0.03	no
CLOTHES	briefs	SLIP	SLIP_di cotone	slip di cotone	3	157	0.01	no
FOODS	egg	UOVO	UOVO_al tegamino	uovo al tegamino	3	647	0.04	no
FOODS	egg	UOVO	UOVO_alla coque	uovo alla coque	3	511	0.04	no
FOODS	egg	UOVO	UOVO_di anatra	uovo di anatra	3	49	0	no
FOODS	egg	UOVO	UOVO_di aquila	uovo di aquila	3	12	0	no
FOODS	egg	UOVO	UOVO_di gallina	uovo di gallina	3	872	0.06	no
FOODS	egg	UOVO	UOVO_di oca	uovo di oca	3	26	0	no
FOODS	egg	UOVO	UOVO_di pasqua	uovo di pasqua	3	632	0.04	no
FOODS	egg	UOVO	UOVO_di quaglia	uovo di quaglia	3	329	0.02	no
FOODS	egg	UOVO	UOVO_di serpente	uovo di serpente	3	45	0	no
FOODS	egg	UOVO	UOVO_di struzzo	uovo di struzzo	3	317	0.02	no
FOODS	egg	UOVO	UOVO_in camicia	uovo in camicia	3	755	0.05	no
KITCHENWARE	glass	BICCHIERE	BICCHIERE_da acqua	bicchiere da acqua	3	129	0.01	no
KITCHENWARE	glass	BICCHIERE	BICCHIERE_da champagne	bicchiere da champagne	3	19	0	no
KITCHENWARE	glass	BICCHIERE	BICCHIERE_da cocktail	bicchiere da cocktail	3	226	0.02	no
KITCHENWARE	glass	BICCHIERE	BICCHIERE_da shot	bicchiere da shot	3	23	0	no
KITCHENWARE	glass	BICCHIERE	BICCHIERE_da vino	bicchiere da vino	3	475	0.03	no
KITCHENWARE	glass	BICCHIERE	BICCHIERE_di carta	bicchiere di carta	3	437	0.03	no
KITCHENWARE	glass	BICCHIERE	BICCHIERE_di cristallo	bicchiere di cristallo	3	373	0.03	no
KITCHENWARE	glass	BICCHIERE	BICCHIERE_di plastica	bicchiere di plastica	3	1421	0.1	no
KITCHENWARE	glass	BICCHIERE	BICCHIERE_di vetro	bicchiere di vetro	3	1165	0.08	no
STATIONERY	glue	COLLA	COLLA_a caldo	colla a caldo	3	6499	0.45	no
STATIONERY	glue	COLLA	COLLA_di pesce	colla di pesce	3	6293	0.43	no
STATIONERY	glue	COLLA	COLLA_super attack	colla super attack	3	103	0.01	no
KITCHENWARE	knife	COLTELLO	COLTELLO_a farfalla	coltello a farfalla	3	78	0.01	no
KITCHENWARE	knife	COLTELLO	COLTELLO_a scatto	coltello a scatto	3	280	0.02	no
KITCHENWARE	knife	COLTELLO	COLTELLO_a serramanico	coltello a serramanico	3	2386	0.16	no
KITCHENWARE	knife	COLTELLO	COLTELLO_da burro	coltello da burro	3	171	0.01	no
KITCHENWARE	knife	COLTELLO	COLTELLO_da caccia	coltello da caccia	3	380	0.03	no
KITCHENWARE	knife	COLTELLO	COLTELLO_da carne	coltello da carne	3	67	0	no
KITCHENWARE	knife	COLTELLO	COLTELLO_da chef	coltello da chef	3	124	0.01	no
KITCHENWARE	knife	COLTELLO	COLTELLO_da cucina	coltello da cucina	3	3516	0.24	no
KITCHENWARE	knife	COLTELLO	COLTELLO_da frutta	coltello da frutta	3	58	0	no
KITCHENWARE	knife	COLTELLO	COLTELLO_da macellaio	coltello da macellaio	3	331	0.02	no
KITCHENWARE	knife	COLTELLO	COLTELLO_da pane	coltello da pane	3	209	0.01	no
KITCHENWARE	knife	COLTELLO	COLTELLO_da pesce	coltello da pesce	3	74	0.01	no
STATIONERY	pencil	MATITA	MATITA_da disegno	matita da disegno	3	71	0	no
ANIMALS	bear	ORSO	ORSO_orsetto lavatore	orsetto lavatore	2	289	0.02	no
ANIMALS	bear	ORSO	ORSO_orsetto lavatore	orso orsetto lavatore	3	0	0	no
STATIONERY	pen	PENNA	PENNA_a gel	penna a gel	3	21	0	no
STATIONERY	pen	PENNA	PENNA_a inchiostro	penna a inchiostro	3	116	0.01	no
STATIONERY	pen	PENNA	PENNA_a sfera	penna a sfera	3	2335	0.16	no
BODY PARTS	foot	PIEDE	PIEDE_di porco	piede di porco	3	2429	0.17	no
FURNISHINGS/FITTINGS	portafotografia	PORTAFOTOGRAFIA	PORTAFOTOGRAFIA_da parete	portafotografia da parete	3	0	0	no
FURNISHINGS/FITTINGS	portafotografia	PORTAFOTOGRAFIA	PORTAFOTOGRAFIA_di legno	portafotografia di legno	3	0	0	no
FURNISHINGS/FITTINGS	portafotografia	PORTAFOTOGRAFIA	PORTAFOTOGRAFIA_di plastica	portafotografia di plastica	3	0	0	no
KITCHENWARE	colander	SCOLAPASTA	SCOLAPASTA_con manico	scolapasta con manico	3	0	0	no
KITCHENWARE	colander	SCOLAPASTA	SCOLAPASTA_di acciaio	scolapasta di acciaio	3	7	0	no
KITCHENWARE	colander	SCOLAPASTA	SCOLAPASTA_di metallo	scolapasta di metallo	3	18	0	no
KITCHENWARE	colander	SCOLAPASTA	SCOLAPASTA_di plastica	scolapasta di plastica	3	16	0	no
KITCHENWARE	colander	SCOLAPASTA	SCOLAPASTA_di silicone	scolapasta di silicone	3	0	0	no
VEHICLES	scooter	SCOOTER	SCOOTER_a benzina	scooter a benzina	3	38	0	no
CLOTHES	t-shirts	T-SHIRT	T-SHIRT_a girocollo	t-shirt a girocollo	3	30	0	no
CLOTHES	t-shirts	T-SHIRT	T-SHIRT_con stampa	t-shirt con stampa	3	94	0.01	no
CLOTHES	t-shirts	T-SHIRT	T-SHIRT_in cotone	t-shirt in cotone	3	260	0.02	no
FURNITURE	table	TAVOLO	TAVOLO_da biliardo	tavolo da biliardo	3	1764	0.12	no
FURNITURE	table	TAVOLO	TAVOLO_da caffè	tavolo da caffè	3	123	0.01	no
FURNITURE	table	TAVOLO	TAVOLO_da cucina	tavolo da cucina	3	776	0.05	no
FURNITURE	table	TAVOLO	TAVOLO_da giardino	tavolo da giardino	3	1075	0.07	no
FURNITURE	table	TAVOLO	TAVOLO_da gioco	tavolo da gioco	3	3674	0.25	no
FURNITURE	table	TAVOLO	TAVOLO_da lavoro	tavolo da lavoro	3	2568	0.18	no
FURNITURE	table	TAVOLO	TAVOLO_da pranzo	tavolo da pranzo	3	9471	0.65	no
FURNITURE	table	TAVOLO	TAVOLO_di legno	tavolo di legno	3	1829	0.13	no
FURNITURE	table	TAVOLO	TAVOLO_di plastica	tavolo di plastica	3	124	0.01	no
FURNITURE	table	TAVOLO	TAVOLO_di vetro	tavolo di vetro	3	209	0.01	no
FURNISHINGS/FITTINGS	screw	VITE	VITE_a brugola	vite a brugola	3	247	0.02	no
FURNISHINGS/FITTINGS	screw	VITE	VITE_a stella	vite a stella	3	43	0	no
FURNITURE	closet	ARMADIO	ARMADIO_a battente	armadio a battente	3	13	0	no
FURNITURE	closet	ARMADIO	ARMADIO_a libro	armadio a libro	3	0	0	no
FURNITURE	closet	ARMADIO	ARMADIO_a muro	armadio a muro	3	4778	0.33	no
FURNITURE	closet	ARMADIO	ARMADIO_a ponte	armadio a ponte	3	784	0.05	no
FURNITURE	closet	ARMADIO	ARMADIO_ad ante	armadio ad ante	3	231	0.02	no
FURNITURE	closet	ARMADIO	ARMADIO_in legno	armadio in legno	3	408	0.03	no
FURNISHINGS/FITTINGS	candelabrum	CANDELABRO	CANDELABRO_da tavolo	candelabro da tavolo	3	0	0	no
FURNISHINGS/FITTINGS	candelabrum	CANDELABRO	CANDELABRO_in argento	candelabro in argento	3	14	0	no
FURNISHINGS/FITTINGS	candelabrum	CANDELABRO	CANDELABRO_in oro	candelabro in oro	3	6	0	no
FURNITURE	bedside table	COMODINO	COMODINO_a cassetti	comodino a cassetti	3	0	0	no
FURNITURE	bedside table	COMODINO	COMODINO_di legno	comodino di legno	3	28	0	no
FURNITURE	bedside table	COMODINO	COMODINO_di metallo	comodino di metallo	3	7	0	no
FURNITURE	bedside table	COMODINO	COMODINO_di plastica	comodino di plastica	3	1	0	no
FURNISHINGS/FITTINGS	flowerpot	FIORIERA	FIORIERA_da balcone	fioriera da balcone	3	33	0	no
FURNISHINGS/FITTINGS	flowerpot	FIORIERA	FIORIERA_da esterno	fioriera da esterno	3	30	0	no
FURNISHINGS/FITTINGS	flowerpot	FIORIERA	FIORIERA_da interno	fioriera da interno	3	3	0	no
FURNISHINGS/FITTINGS	flowerpot	FIORIERA	FIORIERA_in cemento	fioriera in cemento	3	50	0	no
FURNISHINGS/FITTINGS	flowerpot	FIORIERA	FIORIERA_in ceramica	fioriera in ceramica	3	5	0	no
FURNISHINGS/FITTINGS	flowerpot	FIORIERA	FIORIERA_in ferro	fioriera in ferro	3	53	0	no
FURNISHINGS/FITTINGS	flowerpot	FIORIERA	FIORIERA_in legno	fioriera in legno	3	128	0.01	no
FURNISHINGS/FITTINGS	flowerpot	FIORIERA	FIORIERA_in metallo	fioriera in metallo	3	12	0	no
FURNISHINGS/FITTINGS	flowerpot	FIORIERA	FIORIERA_in pietra	fioriera in pietra	3	36	0	no
FURNISHINGS/FITTINGS	flowerpot	FIORIERA	FIORIERA_in plastica	fioriera in plastica	3	35	0	no
FURNISHINGS/FITTINGS	flowerpot	FIORIERA	FIORIERA_in resina	fioriera in resina	3	10	0	no
FURNISHINGS/FITTINGS	flowerpot	FIORIERA	FIORIERA_in terracotta	fioriera in terracotta	3	2	0	no
KITCHENWARE	scissors	FORBICE	FORBICE_con manico	forbice con manico	3	3	0	no
KITCHENWARE	scissors	FORBICE	FORBICE_da cucina	forbice da cucina	3	58	0	no
KITCHENWARE	scissors	FORBICE	FORBICE_da giardinaggio	forbice da giardinaggio	3	13	0	no
KITCHENWARE	scissors	FORBICE	FORBICE_da parrucchiere	forbice da parrucchiere	3	3	0	no
KITCHENWARE	scissors	FORBICE	FORBICE_da potatura	forbice da potatura	3	63	0	no
KITCHENWARE	scissors	FORBICE	FORBICE_da sarto	forbice da sarto	3	11	0	no
KITCHENWARE	scissors	FORBICE	FORBICE_per mancini	forbice per mancini	3	0	0	no
KITCHENWARE	scissors	FORBICE	FORBICE_per unghie	forbice per unghie	3	8	0	no
HOBBIES	newspaper	GIORNALE	GIORNALE_di cronaca	giornale di cronaca	3	56	0	no
HOBBIES	newspaper	GIORNALE	GIORNALE_di gossip	giornale di gossip	3	248	0.02	no
HOBBIES	newspaper	GIORNALE	GIORNALE_di moda	giornale di moda	3	153	0.01	no
FOODS	legume	LEGUME	LEGUME_fagioli borlotti	fagioli borlotti	2	1351	0.09	no
FOODS	legume	LEGUME	LEGUME_fagioli borlotti	legume fagioli borlotti	3	0	0	no
FOODS	legume	LEGUME	LEGUME_fagioli cannellini	fagioli cannellini	2	1487	0.1	no
FOODS	legume	LEGUME	LEGUME_fagioli cannellini	legume fagioli cannellini	3	0	0	no
FOODS	legume	LEGUME	LEGUME_fagioli rossi	fagioli rossi	2	1324	0.09	no
FOODS	legume	LEGUME	LEGUME_fagioli rossi	legume fagioli rossi	3	0	0	no
VEHICLES	motorcycle	MOTOCICLETTA	MOTOCICLETTA_da corsa	motocicletta da corsa	3	20	0	no
VEHICLES	motorcycle	MOTOCICLETTA	MOTOCICLETTA_da cross	motocicletta da cross	3	20	0	no
VEHICLES	motorcycle	MOTOCICLETTA	MOTOCICLETTA_da strada	motocicletta da strada	3	19	0	no
VEHICLES	motorcycle	MOTOCICLETTA	MOTOCICLETTA_harley davidson	harley davidson	2	439	0.03	no
VEHICLES	motorcycle	MOTOCICLETTA	MOTOCICLETTA_harley davidson	motocicletta harley davidson	3	0	0	no
FOODS	pasta	PASTA	PASTA_all uovo	pasta all' uovo	3	5123	0.35	no
FOODS	pasta	PASTA	PASTA_mezze maniche	pasta mezze maniche	3	1	0	no
FOODS	pasta	PASTA	PASTA_mezze penne	pasta mezze penne	3	2	0	no
FOODS	pasta	PASTA	PASTA_penne lisce	penne lisce	2	110	0.01	no
FOODS	pasta	PASTA	PASTA_penne lisce	pasta penne lisce	3	0	0	no
FOODS	pasta	PASTA	PASTA_penne rigate	penne rigate	2	662	0.05	no
FOODS	pasta	PASTA	PASTA_penne rigate	pasta penne rigate	3	2	0	no
FURNITURE	armchair	POLTRONA	POLTRONA_a dondolo	poltrona a dondolo	3	149	0.01	no
FURNITURE	armchair	POLTRONA	POLTRONA_a pozzetto	poltrona a pozzetto	3	10	0	no
FURNITURE	armchair	POLTRONA	POLTRONA_chaise longue	chaise longue	2	3616	0.25	no
FURNITURE	armchair	POLTRONA	POLTRONA_chaise longue	poltrona chaise longue	3	11	0	no
FURNITURE	armchair	POLTRONA	POLTRONA_con braccioli	poltrona con braccioli	3	55	0	no
FURNITURE	armchair	POLTRONA	POLTRONA_di design	poltrona di design	3	155	0.01	no
FURNITURE	armchair	POLTRONA	POLTRONA_in pelle	poltrona in pelle	3	401	0.03	no
FURNITURE	armchair	POLTRONA	POLTRONA_senza braccioli	poltrona senza braccioli	3	10	0	no
FURNISHINGS/FITTINGS	picture	QUADRO	QUADRO_ad acquerello	quadro ad acquerello	3	16	0	no
FURNISHINGS/FITTINGS	picture	QUADRO	QUADRO_ad olio	quadro ad olio	3	501	0.03	no
FURNISHINGS/FITTINGS	picture	QUADRO	QUADRO_con cornice	quadro con cornice	3	60	0	no
FURNISHINGS/FITTINGS	picture	QUADRO	QUADRO_natura morta	natura morta	2	7606	0.52	no
FURNISHINGS/FITTINGS	picture	QUADRO	QUADRO_natura morta	quadro natura morta	3	2	0	no
FURNISHINGS/FITTINGS	picture	QUADRO	QUADRO_pop art	pop art	2	4561	0.31	no
FURNISHINGS/FITTINGS	picture	QUADRO	QUADRO_pop art	quadro pop art	3	20	0	no
FURNISHINGS/FITTINGS	picture	QUADRO	QUADRO_su tela	quadro su tela	3	213	0.01	no
VEHICLES	train	TRENO	TRENO_a carbone	treno a carbone	3	41	0	no
VEHICLES	train	TRENO	TRENO_a vapore	treno a vapore	3	1997	0.14	no
VEHICLES	truck	CAMION	CAMION_con rimorchio	camion con rimorchio	3	290	0.02	no
VEHICLES	truck	CAMION	CAMION_da trasporto	camion da trasporto	3	100	0.01	no
VEHICLES	truck	CAMION	CAMION_della spazzatura	camion della spazzatura	3	615	0.04	no
VEHICLES	truck	CAMION	CAMION_trasporto animali	trasporto animali	2	518	0.04	no
VEHICLES	truck	CAMION	CAMION_trasporto animali	camion trasporto animali	3	17	0	no
CLOTHES	coat	CAPPOTTO	CAPPOTTO_di pelle	cappotto di pelle	3	151	0.01	no
PLANTS	cherry tree	CILIEGIO	CILIEGIO_in fiore	ciliegio in fiore	3	376	0.03	no
BODY PARTS	neck	COLLO	COLLO_all italiana	collo all' italiana	3	14	0	no
BODY PARTS	neck	COLLO	COLLO_alla coreana	collo alla coreana	3	414	0.03	no
BODY PARTS	neck	COLLO	COLLO_alla francese	collo alla francese	3	58	0	no
BODY PARTS	neck	COLLO	COLLO_button down	button down	2	238	0.02	no
BODY PARTS	neck	COLLO	COLLO_button down	collo button down	3	30	0	no
BODY PARTS	neck	COLLO	COLLO_dei pacchi	collo dei pacchi	3	0	0	no
BODY PARTS	neck	COLLO	COLLO_di bottiglia	collo di bottiglia	3	4877	0.34	no
KITCHENWARE	spoon	CUCCHIAIO	CUCCHIAIO_da caffè	cucchiaio da caffè	3	111	0.01	no
KITCHENWARE	spoon	CUCCHIAIO	CUCCHIAIO_da dolce	cucchiaio da dolce	3	12	0	no
KITCHENWARE	spoon	CUCCHIAIO	CUCCHIAIO_da gelato	cucchiaio da gelato	3	50	0	no
KITCHENWARE	spoon	CUCCHIAIO	CUCCHIAIO_da minestra	cucchiaio da minestra	3	479	0.03	no
KITCHENWARE	spoon	CUCCHIAIO	CUCCHIAIO_da tavola	cucchiaio da tavola	3	770	0.05	no
KITCHENWARE	spoon	CUCCHIAIO	CUCCHIAIO_da tè	cucchiaio da tè	3	129	0.01	no
KITCHENWARE	spoon	CUCCHIAIO	CUCCHIAIO_da zuppa	cucchiaio da zuppa	3	21	0	no
KITCHENWARE	spoon	CUCCHIAIO	CUCCHIAIO_di acciaio	cucchiaio di acciaio	3	74	0.01	no
KITCHENWARE	spoon	CUCCHIAIO	CUCCHIAIO_di ferro	cucchiaio di ferro	3	21	0	no
KITCHENWARE	spoon	CUCCHIAIO	CUCCHIAIO_di legno	cucchiaio di legno	3	11195	0.77	no
HOUSING BUILDINGS	kitchen	CUCINA	CUCINA_a gas	cucina a gas	3	1717	0.12	no
HOUSING BUILDINGS	kitchen	CUCINA	CUCINA_ad angolo	cucina ad angolo	3	329	0.02	no
HOUSING BUILDINGS	kitchen	CUCINA	CUCINA_ad isola	cucina ad isola	3	250	0.02	no
HOUSING BUILDINGS	window	FINESTRA	FINESTRA_a battente	finestra a battente	3	51	0	no
HOUSING BUILDINGS	window	FINESTRA	FINESTRA_a libro	finestra a libro	3	12	0	no
HOUSING BUILDINGS	window	FINESTRA	FINESTRA_a ribalta	finestra a ribalta	3	21	0	no
HOUSING BUILDINGS	window	FINESTRA	FINESTRA_a vasistas	finestra a vasistas	3	65	0	no
HOUSING BUILDINGS	window	FINESTRA	FINESTRA_in legno	finestra in legno	3	374	0.03	no
HOUSING BUILDINGS	window	FINESTRA	FINESTRA_in pvc	finestra in pvc	3	135	0.01	no
CLOTHES	jacket	GIACCA	GIACCA_a quadri	giacca a quadri	3	100	0.01	no
