participant,concept,exemplar,rank_order,normed_rank_order,abs_freq
gpt3.5_iter138,quercia,rovere,1,1.0,10351.0
gpt3.5_iter138,quercia,farnia,2,0.9666666666666668,2593.0
gpt3.5_iter138,quercia,castagno,3,0.9333333333333332,21373.0
gpt3.5_iter138,quercia,cerro,4,0.9,45054.0
gpt3.5_iter138,quercia,leccio,5,0.8666666666666667,21394.0
gpt3.5_iter138,quercia,carpino,6,0.8333333333333334,10360.0
gpt3.5_iter138,quercia,tiglio,7,0.8,36996.0
gpt3.5_iter138,quercia,acero,8,0.7666666666666666,26036.0
gpt3.5_iter138,quercia,pino,9,0.7333333333333334,83720.0
gpt3.5_iter138,quercia,abete,10,0.7,36428.0
gpt3.5_iter138,quercia,betulla,11,0.6666666666666667,39058.0
gpt3.5_iter138,quercia,olmo,12,0.6333333333333333,34428.0
gpt3.5_iter138,quercia,platano,13,0.6,18321.0
gpt3.5_iter138,quercia,salice,14,0.5666666666666667,32886.0
gpt3.5_iter138,quercia,nocciolo,15,0.5333333333333333,20970.0
gpt3.5_iter138,quercia,frassino,16,0.5,26254.0
gpt3.5_iter138,quercia,ciliegio,17,0.4666666666666667,40040.0
gpt3.5_iter138,quercia,melo,18,0.4333333333333333,25066.0
gpt3.5_iter138,quercia,pero,19,0.4,17714.0
gpt3.5_iter138,quercia,prugno,20,0.3666666666666667,881.0
gpt3.5_iter138,quercia,susino,21,0.3333333333333333,2876.0
gpt3.5_iter138,quercia,mandorlo,22,0.3,9302.0
gpt3.5_iter138,quercia,ulivo,23,0.2666666666666667,292424.0
gpt3.5_iter138,quercia,cipresso,24,0.2333333333333332,34462.0
gpt3.5_iter138,quercia,magnolia,25,0.1999999999999999,39368.0
gpt3.5_iter138,quercia,ginkgo,26,0.1666666666666666,7669.0
gpt3.5_iter138,quercia,sequoia,27,0.1333333333333333,7808.0
gpt3.5_iter138,quercia,cedro,28,0.0999999999999999,23542.0
gpt3.5_iter138,quercia,palma,29,0.0666666666666666,28089.0
gpt3.5_iter138,quercia,bambù,30,0.0333333333333333,31684.0
gpt3.5_iter139,racchetta,tennis,1,1.0,28140.0
gpt3.5_iter139,racchetta,badminton,2,0.8,10748.0
gpt3.5_iter139,racchetta,squash,3,0.6,15882.0
gpt3.5_iter139,racchetta,paddle,4,0.4,7739.0
gpt3.5_iter139,racchetta,beach tennis,5,0.1999999999999999,640.0
gpt3.5_iter140,righello,righello in plastica,1,1.0,20.0
gpt3.5_iter140,righello,righello in metallo,2,0.9,8.0
gpt3.5_iter140,righello,righello flessibile,3,0.8,17.0
gpt3.5_iter140,righello,righello da disegno,4,0.7,18.0
gpt3.5_iter140,righello,righello con scala metrica,5,0.6,0.0
gpt3.5_iter140,righello,righello con scala imperiale,6,0.5,0.0
gpt3.5_iter140,righello,righello con scala centimetri,7,0.4,0.0
gpt3.5_iter140,righello,righello con scala pollici,8,0.3,0.0
gpt3.5_iter140,righello,righello con scala millimetri,9,0.1999999999999999,0.0
gpt3.5_iter140,righello,righello con scala decimetri,10,0.0999999999999999,0.0
gpt3.5_iter141,ripostiglio,armadio,1,1.0,42558.0
gpt3.5_iter141,ripostiglio,scaffale,2,0.8888888888888888,42692.0
gpt3.5_iter141,ripostiglio,cassettiera,3,0.7777777777777778,23130.0
gpt3.5_iter141,ripostiglio,credenza,4,0.6666666666666667,284378.0
gpt3.5_iter141,ripostiglio,scatola,5,0.5555555555555556,49094.0
gpt3.5_iter141,ripostiglio,contenitore,6,0.4444444444444444,37520.0
gpt3.5_iter141,ripostiglio,mobiletto,7,0.3333333333333333,11415.0
gpt3.5_iter141,ripostiglio,ripiano,8,0.2222222222222222,19061.0
gpt3.5_iter141,ripostiglio,cassetto,9,0.1111111111111111,37236.0
gpt3.5_iter142,riso,riso basmati,1,1.0,770.0
gpt3.5_iter142,riso,riso integrale,2,0.9,810.0
gpt3.5_iter142,riso,riso arborio,3,0.8,152.0
gpt3.5_iter142,riso,riso nero,4,0.7,54.0
gpt3.5_iter142,riso,riso selvatico,5,0.6,86.0
gpt3.5_iter142,riso,riso jasmine,6,0.5,156.0
gpt3.5_iter142,riso,riso venere,7,0.4,236.0
gpt3.5_iter142,riso,riso carnaroli,8,0.3,284.0
gpt3.5_iter142,riso,riso parboiled,9,0.1999999999999999,208.0
gpt3.5_iter142,riso,riso sushi,10,0.0999999999999999,22.0
gpt3.5_iter143,rosa,ibrida,1,1.0,25476.0
gpt3.5_iter143,rosa,rampicante,2,0.9787234042553192,16533.0
gpt3.5_iter143,rosa,tea,3,0.9574468085106383,20857.0
gpt3.5_iter143,rosa,floribunda,4,0.9361702127659576,522.0
gpt3.5_iter143,rosa,polyantha,5,0.9148936170212766,113.0
gpt3.5_iter143,rosa,arbustiva,6,0.8936170212765957,4126.0
gpt3.5_iter143,rosa,antica,7,0.8723404255319149,33316.0
gpt3.5_iter143,rosa,miniatura,8,0.851063829787234,39506.0
gpt3.5_iter143,rosa,rampante,9,0.8297872340425532,19464.0
gpt3.5_iter143,rosa,da giardino,10,0.8085106382978724,1072.0
gpt3.5_iter143,rosa,da vaso,11,0.7872340425531915,65.0
gpt3.5_iter143,rosa,da taglio,12,0.7659574468085106,526.0
gpt3.5_iter143,rosa,selvatica,13,0.7446808510638299,13801.0
gpt3.5_iter143,rosa,profumata,14,0.7234042553191489,22718.0
gpt3.5_iter143,rosa,a cespuglio,15,0.7021276595744681,52.0
gpt3.5_iter143,rosa,a fiore grande,16,0.6808510638297872,22.0
gpt3.5_iter143,rosa,a fiore piccolo,17,0.6595744680851063,21.0
gpt3.5_iter143,rosa,a grappolo,18,0.6382978723404256,104.0
gpt3.5_iter143,rosa,a mazzi,19,0.6170212765957447,38.0
gpt3.5_iter143,rosa,a singolo fiore,20,0.5957446808510638,7.0
gpt3.5_iter143,rosa,a petali doppi,21,0.574468085106383,8.0
gpt3.5_iter143,rosa,a petali singoli,22,0.5531914893617021,0.0
gpt3.5_iter143,rosa,a colori vivaci,23,0.5319148936170213,30.0
gpt3.5_iter143,rosa,a colori pastello,24,0.5106382978723405,22.0
gpt3.5_iter143,rosa,a colori scuri,25,0.4893617021276596,20.0
gpt3.5_iter143,rosa,a colori chiari,26,0.4680851063829787,23.0
gpt3.5_iter143,rosa,a colori misti,27,0.4468085106382978,13.0
gpt3.5_iter143,rosa,a colori sgargianti,28,0.4255319148936169,30.0
gpt3.5_iter143,rosa,a colori delicati,29,0.4042553191489362,22.0
gpt3.5_iter143,rosa,a colori brillanti,30,0.3829787234042553,20.0
gpt3.5_iter143,rosa,a colori tenui,31,0.3617021276595744,24.0
gpt3.5_iter143,rosa,a colori contrastanti,33,0.3191489361702128,22.0
gpt3.5_iter143,rosa,a colori tono su tono,34,0.2978723404255319,0.0
gpt3.5_iter143,rosa,a colori sfumati,35,0.276595744680851,22.0
gpt3.5_iter143,rosa,a colori variegati,36,0.2553191489361702,2.0
gpt3.5_iter143,rosa,a colori monocromatici,37,0.2340425531914893,2.0
gpt3.5_iter143,rosa,a colori primari,38,0.2127659574468084,21.0
gpt3.5_iter143,rosa,a colori autunnali,40,0.1702127659574468,6.0
gpt3.5_iter143,rosa,a colori primaverili,41,0.1489361702127659,1.0
gpt3.5_iter143,rosa,a colori estivi,42,0.127659574468085,1.0
gpt3.5_iter143,rosa,a colori invernali,43,0.1063829787234043,0.0
gpt3.5_iter143,rosa,a colori tropicali,45,0.0638297872340425,0.0
gpt3.5_iter143,rosa,a colori mediterranei,46,0.0425531914893616,1.0
gpt3.5_iter143,rosa,a color,47,0.0212765957446808,32.0
gpt3.5_iter144,salice,salice piangente,1,1.0,1703.0
gpt3.5_iter144,salice,salice bianco,2,0.972972972972973,2790.0
gpt3.5_iter144,salice,salice nero,3,0.945945945945946,52.0
gpt3.5_iter144,salice,salice cipressino,4,0.9189189189189187,0.0
gpt3.5_iter144,salice,salice alpino,5,0.8918918918918919,0.0
gpt3.5_iter144,salice,salice grigio,6,0.8648648648648649,60.0
gpt3.5_iter144,salice,salice rosso,7,0.8378378378378378,308.0
gpt3.5_iter144,salice,salice pioppo,8,0.8108108108108107,0.0
gpt3.5_iter144,salice,salice americano,9,0.7837837837837838,7.0
gpt3.5_iter144,salice,salice babylonica,10,0.7567567567567568,1.0
gpt3.5_iter144,salice,salice fragilis,11,0.7297297297297297,0.0
gpt3.5_iter144,salice,salice purpurea,12,0.7027027027027026,3.0
gpt3.5_iter144,salice,salice tortuoso,13,0.6756756756756757,0.0
gpt3.5_iter144,salice,salice viminale,14,0.6486486486486487,9.0
gpt3.5_iter144,salice,salice da giardino,15,0.6216216216216216,0.0
gpt3.5_iter144,salice,salice da siepe,16,0.5945945945945945,0.0
gpt3.5_iter144,salice,salice da recinzione,17,0.5675675675675675,0.0
gpt3.5_iter144,salice,salice da fiume,18,0.5405405405405406,0.0
gpt3.5_iter144,salice,salice da palude,19,0.5135135135135135,0.0
gpt3.5_iter144,salice,salice da montagna,20,0.4864864864864865,0.0
gpt3.5_iter144,salice,salice da bonsai,21,0.4594594594594594,0.0
gpt3.5_iter144,salice,salice da intreccio,22,0.4324324324324324,2.0
gpt3.5_iter144,salice,salice da arredo,23,0.4054054054054054,0.0
gpt3.5_iter144,salice,salice da ombra,24,0.3783783783783784,0.0
gpt3.5_iter144,salice,salice da frutto,25,0.3513513513513513,0.0
gpt3.5_iter144,salice,salice da ornamento,26,0.3243243243243243,0.0
gpt3.5_iter145,scala,scala a chiocciola,1,1.0,166.0
gpt3.5_iter145,scala,scala a chiocciola in ferro,2,0.9375,23.0
gpt3.5_iter145,scala,scala a chiocciola in legno,3,0.875,21.0
gpt3.5_iter145,scala,scala a chiocciola in vetro,4,0.8125,11.0
gpt3.5_iter145,scala,scala a chiocciola in acciaio,5,0.75,21.0
gpt3.5_iter145,scala,scala a chiocciola esterna,6,0.6875,21.0
gpt3.5_iter145,scala,scala a chiocciola interna,7,0.625,23.0
gpt3.5_iter145,scala,scala a chiocciola a scomparsa,8,0.5625,1.0
gpt3.5_iter145,scala,scala a chiocciola a sbalzo,9,0.5,0.0
gpt3.5_iter145,scala,scala a chiocciola a giorno,10,0.4375,3.0
gpt3.5_iter145,scala,scala a chiocciola a spirale,11,0.375,2.0
gpt3.5_iter145,scala,scala a chiocciola a rampa singola,12,0.3125,0.0
gpt3.5_iter145,scala,scala a chiocciola a rampa doppia,13,0.25,0.0
gpt3.5_iter145,scala,scala a chiocciola a rampa tripla,14,0.1875,0.0
gpt3.5_iter145,scala,scala a chiocciola a rampa quadrupla,15,0.125,0.0
gpt3.5_iter145,scala,scala a chiocciola a rampa multipla,16,0.0625,0.0
gpt3.5_iter146,scarpa,sneaker,1,1.0,8138.0
gpt3.5_iter146,scarpa,stivaletto,2,0.9787234042553192,33316.0
gpt3.5_iter146,scarpa,sandalo,3,0.9574468085106383,63948.0
gpt3.5_iter146,scarpa,ballerina,4,0.9361702127659576,16896.0
gpt3.5_iter146,scarpa,mocassino,5,0.9148936170212766,20840.0
gpt3.5_iter146,scarpa,ciabatta,6,0.8936170212765957,20013.0
gpt3.5_iter146,scarpa,infradito,7,0.8723404255319149,14335.0
gpt3.5_iter146,scarpa,décolleté,8,0.851063829787234,11726.0
gpt3.5_iter146,scarpa,zoccolo,9,0.8297872340425532,34012.0
gpt3.5_iter146,scarpa,sabot,10,0.8085106382978724,2614.0
gpt3.5_iter146,scarpa,polacchino,11,0.7872340425531915,424.0
gpt3.5_iter146,scarpa,scarponcino,12,0.7659574468085106,1203.0
gpt3.5_iter146,scarpa,pantofole,13,0.7446808510638299,27838.0
gpt3.5_iter146,scarpa,ciabatte da casa,14,0.7234042553191489,26.0
gpt3.5_iter146,scarpa,scarpe da ginnastica,15,0.7021276595744681,652.0
gpt3.5_iter146,scarpa,scarpe da trekking,16,0.6808510638297872,92.0
gpt3.5_iter146,scarpa,scarpe da corsa,17,0.6595744680851063,100.0
gpt3.5_iter146,scarpa,scarpe da calcio,18,0.6382978723404256,2632.0
gpt3.5_iter146,scarpa,scarpe da basket,19,0.6170212765957447,21.0
gpt3.5_iter146,scarpa,scarpe da tennis,20,0.5957446808510638,116.0
gpt3.5_iter146,scarpa,scarpe da ballo,21,0.574468085106383,74.0
gpt3.5_iter146,scarpa,scarpe da cerimonia,22,0.5531914893617021,30.0
gpt3.5_iter146,scarpa,scarpe da lavoro,23,0.5319148936170213,82.0
gpt3.5_iter146,scarpa,scarpe da montagna,24,0.5106382978723405,42.0
gpt3.5_iter146,scarpa,scarpe da barca,25,0.4893617021276596,30.0
gpt3.5_iter146,scarpa,scarpe da skate,26,0.4680851063829787,33.0
gpt3.5_iter146,scarpa,scarpe da ciclismo,27,0.4468085106382978,76.0
gpt3.5_iter146,scarpa,scarpe da arrampicata,28,0.4255319148936169,23.0
gpt3.5_iter146,scarpa,scarpe da golf,29,0.4042553191489362,40.0
gpt3.5_iter146,scarpa,scarpe da sci,30,0.3829787234042553,42.0
gpt3.5_iter146,scarpa,scarpe da snowboard,31,0.3617021276595744,36.0
gpt3.5_iter146,scarpa,scarpe da pattinaggio,32,0.3404255319148936,76.0
gpt3.5_iter146,scarpa,scarpe da equitazione,33,0.3191489361702128,2.0
gpt3.5_iter146,scarpa,scarpe da nuoto,34,0.2978723404255319,14.0
gpt3.5_iter146,scarpa,scarpe da sub,35,0.276595744680851,5.0
gpt3.5_iter146,scarpa,scarpe da vela,36,0.2553191489361702,26.0
gpt3.5_iter146,scarpa,scarpe da pallavolo,37,0.2340425531914893,28.0
gpt3.5_iter146,scarpa,scarpe da pallacanestro,38,0.2127659574468084,22.0
gpt3.5_iter146,scarpa,scarpe da pallamano,39,0.1914893617021277,8.0
gpt3.5_iter146,scarpa,scarpe da atletica,40,0.1702127659574468,22.0
gpt3.5_iter146,scarpa,scarpe da maratona,41,0.1489361702127659,9.0
gpt3.5_iter146,scarpa,scarpe da triathlon,42,0.127659574468085,22.0
gpt3.5_iter146,scarpa,scarpe da fitness,43,0.1063829787234043,34.0
gpt3.5_iter146,scarpa,scarpe da yoga,44,0.0851063829787234,2.0
gpt3.5_iter146,scarpa,scarpe da pilates,45,0.0638297872340425,2.0
gpt3.5_iter146,scarpa,scarpe da danza,46,0.0425531914893616,24.0
gpt3.5_iter146,scarpa,,47,0.0212765957446808,0.0
gpt3.5_iter147,schiena,vertebra,1,1.0,22959.0
gpt3.5_iter147,schiena,colonna vertebrale,2,0.8333333333333334,4644.0
gpt3.5_iter147,schiena,spina dorsale,3,0.6666666666666667,1718.0
gpt3.5_iter147,schiena,lombare,4,0.5,17943.0
gpt3.5_iter147,schiena,toracica,5,0.3333333333333333,28920.0
gpt3.5_iter147,schiena,cervicale,6,0.1666666666666666,14130.0
gpt3.5_iter148,sciarpa,lana,1,1.0,40382.0
gpt3.5_iter148,sciarpa,seta,2,0.9,30746.0
gpt3.5_iter148,sciarpa,cotone,3,0.8,17535.0
gpt3.5_iter148,sciarpa,cashmere,4,0.7,10797.0
gpt3.5_iter148,sciarpa,pashmina,5,0.6,1381.0
gpt3.5_iter148,sciarpa,foulard,6,0.5,14749.0
gpt3.5_iter148,sciarpa,bandana,7,0.4,8786.0
gpt3.5_iter148,sciarpa,scialle,8,0.3,22676.0
gpt3.5_iter148,sciarpa,stole,9,0.1999999999999999,2213.0
gpt3.5_iter148,sciarpa,mantella,10,0.0999999999999999,6660.0
gpt3.5_iter149,scimmia,gorilla,1,1.0,35654.0
gpt3.5_iter149,scimmia,orangutan,2,0.9,1726.0
gpt3.5_iter149,scimmia,scimpanzé,3,0.8,20488.0
gpt3.5_iter149,scimmia,bonobo,4,0.7,5618.0
gpt3.5_iter149,scimmia,gibbone,5,0.6,629.0
gpt3.5_iter149,scimmia,tarsio,6,0.5,242.0
gpt3.5_iter149,scimmia,lemure,7,0.4,0.0
gpt3.5_iter149,scimmia,macaco,8,0.3,6603.0
gpt3.5_iter149,scimmia,babuino,9,0.1999999999999999,5024.0
gpt3.5_iter149,scimmia,mandrillo,10,0.0999999999999999,1928.0
gpt3.5_iter150,scolapasta,forchetta,1,1.0,19429.0
gpt3.5_iter150,scolapasta,cucchiaio,2,0.8333333333333334,401638.0
gpt3.5_iter150,scolapasta,colino,3,0.6666666666666667,11823.0
gpt3.5_iter150,scolapasta,mestolo,4,0.5,17981.0
gpt3.5_iter150,scolapasta,spatola,5,0.3333333333333333,24642.0
gpt3.5_iter150,scolapasta,mestolo forato,6,0.1666666666666666,1164.0
gpt3.5_iter151,scolorina,candeggina,1,1.0,12138.0
gpt3.5_iter151,scolorina,smacchiatore,2,0.8,1985.0
gpt3.5_iter151,scolorina,sbiancante,3,0.6,6357.0
gpt3.5_iter151,scolorina,disinfettante,4,0.4,22399.0
gpt3.5_iter151,scolorina,igienizzante,5,0.1999999999999999,8974.0
gpt3.5_iter152,scooter,elettrico,1,1.0,33490.0
gpt3.5_iter152,scooter,a benzina,2,0.9,332.0
gpt3.5_iter152,scooter,a due ruote,3,0.8,155.0
gpt3.5_iter152,scooter,a tre ruote,4,0.7,33.0
gpt3.5_iter152,scooter,pieghevole,5,0.6,18863.0
gpt3.5_iter152,scooter,da città,6,0.5,288.0
gpt3.5_iter152,scooter,da cross,7,0.4,101.0
gpt3.5_iter152,scooter,da turismo,8,0.3,111.0
gpt3.5_iter152,scooter,da lavoro,9,0.1999999999999999,47.0
gpt3.5_iter152,scooter,da bambini,10,0.0999999999999999,552.0
gpt3.5_iter153,scrivania,scrivania per ufficio,1,1.0,38.0
gpt3.5_iter153,scrivania,scrivania per computer,2,0.9,23.0
gpt3.5_iter153,scrivania,scrivania per studio,3,0.8,16.0
gpt3.5_iter153,scrivania,scrivania per bambini,4,0.7,21.0
gpt3.5_iter153,scrivania,scrivania regolabile in altezza,5,0.6,38.0
gpt3.5_iter153,scrivania,scrivania con cassetti,6,0.5,32.0
gpt3.5_iter153,scrivania,scrivania angolare,7,0.4,183.0
gpt3.5_iter153,scrivania,scrivania pieghevole,8,0.3,49.0
gpt3.5_iter153,scrivania,scrivania con ripiani,9,0.1999999999999999,5.0
gpt3.5_iter153,scrivania,scrivania con vano portaoggetti,10,0.0999999999999999,0.0
gpt3.5_iter154,sedia,sedia da ufficio,1,1.0,198.0
gpt3.5_iter154,sedia,sedia da pranzo,2,0.9642857142857144,37.0
gpt3.5_iter154,sedia,sedia a dondolo,3,0.9285714285714286,48.0
gpt3.5_iter154,sedia,sedia pieghevole,4,0.8928571428571429,190.0
gpt3.5_iter154,sedia,sedia a sdraio,5,0.8571428571428572,47.0
gpt3.5_iter154,sedia,sedia per bambini,6,0.8214285714285714,25.0
gpt3.5_iter154,sedia,sedia a rotelle,7,0.7857142857142857,596.0
gpt3.5_iter154,sedia,sedia ergonomica,8,0.75,96.0
gpt3.5_iter154,sedia,sedia a dondolo in vimini,10,0.6785714285714286,16.0
gpt3.5_iter154,sedia,sedia a dondolo in legno,11,0.6428571428571428,21.0
gpt3.5_iter154,sedia,sedia a dondolo in plastica,12,0.6071428571428572,2.0
gpt3.5_iter154,sedia,sedia a dondolo in metallo,13,0.5714285714285714,0.0
gpt3.5_iter154,sedia,sedia a dondolo moderna,14,0.5357142857142857,1.0
gpt3.5_iter154,sedia,sedia a dondolo classica,15,0.5,3.0
gpt3.5_iter154,sedia,sedia a dondolo vintage,16,0.4642857142857143,2.0
gpt3.5_iter154,sedia,sedia a dondolo per esterni,17,0.4285714285714286,2.0
gpt3.5_iter154,sedia,sedia a dondolo per interni,18,0.3928571428571429,0.0
gpt3.5_iter154,sedia,sedia a dondolo per bambini,19,0.3571428571428571,21.0
gpt3.5_iter154,sedia,sedia a dondolo per adulti,20,0.3214285714285714,0.0
gpt3.5_iter154,sedia,sedia a dondolo con cuscini,21,0.2857142857142857,1.0
gpt3.5_iter154,sedia,sedia a dondolo senza braccioli,22,0.25,1.0
gpt3.5_iter154,sedia,sedia a dondolo con braccioli,23,0.2142857142857143,3.0
gpt3.5_iter154,sedia,sedia a dondolo con schienale alto,24,0.1785714285714286,0.0
gpt3.5_iter154,sedia,sedia a dondolo con schienale basso,25,0.1428571428571429,0.0
gpt3.5_iter154,sedia,sedia a dondolo con poggiapiedi,26,0.1071428571428571,0.0
gpt3.5_iter154,sedia,sedia a dondolo con struttura in ferro,27,0.0714285714285714,0.0
gpt3.5_iter154,sedia,sedia a dond,28,0.0357142857142857,0.0
gpt3.5_iter155,serpente,vipera,1,1.0,36842.0
gpt3.5_iter155,serpente,boa,2,0.9655172413793104,16592.0
gpt3.5_iter155,serpente,cobra,3,0.9310344827586208,42044.0
gpt3.5_iter155,serpente,anaconda,4,0.896551724137931,6940.0
gpt3.5_iter155,serpente,pitone,5,0.8620689655172413,18564.0
gpt3.5_iter155,serpente,serpente marino,6,0.8275862068965517,903.0
gpt3.5_iter155,serpente,serpente a sonagli,7,0.7931034482758621,78.0
gpt3.5_iter155,serpente,serpente corallo,8,0.7586206896551724,61.0
gpt3.5_iter155,serpente,serpente verde,9,0.7241379310344828,253.0
gpt3.5_iter155,serpente,serpente dal collare,10,0.6896551724137931,0.0
gpt3.5_iter155,serpente,serpente tigre,11,0.6551724137931034,72.0
gpt3.5_iter155,serpente,serpente reale,12,0.6206896551724138,100.0
gpt3.5_iter155,serpente,serpente velenoso,13,0.5862068965517242,528.0
gpt3.5_iter155,serpente,serpente non velenoso,14,0.5517241379310345,28.0
gpt3.5_iter155,serpente,serpente d'acqua,15,0.5172413793103448,0.0
gpt3.5_iter155,serpente,serpente volante,16,0.4827586206896551,108.0
gpt3.5_iter155,serpente,serpente cieco,17,0.4482758620689655,7.0
gpt3.5_iter155,serpente,serpente delle sabbie,18,0.4137931034482759,3.0
gpt3.5_iter155,serpente,serpente a due teste,19,0.3793103448275862,20.0
gpt3.5_iter155,serpente,serpente gigante,20,0.3448275862068966,334.0
gpt3.5_iter155,serpente,serpente arboreo,21,0.3103448275862068,11.0
gpt3.5_iter155,serpente,serpente giallo,22,0.2758620689655172,101.0
gpt3.5_iter155,serpente,serpente nero,23,0.2413793103448276,492.0
gpt3.5_iter155,serpente,serpente rosso,24,0.2068965517241379,180.0
gpt3.5_iter155,serpente,serpente blu,25,0.1724137931034483,37.0
gpt3.5_iter155,serpente,serpente marrone,27,0.1034482758620689,26.0
gpt3.5_iter155,serpente,serpente grigio,28,0.0689655172413793,29.0
gpt3.5_iter155,serpente,serpente bianco,29,0.0344827586206896,282.0
gpt3.5_iter156,slip,boxer,1,1.0,40047.0
gpt3.5_iter156,slip,mutande,2,0.9,49080.0
gpt3.5_iter156,slip,perizoma,3,0.8,9376.0
gpt3.5_iter156,slip,tanga,4,0.7,5313.0
gpt3.5_iter156,slip,brasiliana,5,0.6,20302.0
gpt3.5_iter156,slip,culotte,6,0.5,3070.0
gpt3.5_iter156,slip,reggiseno,7,0.4,18544.0
gpt3.5_iter156,slip,reggicalze,8,0.3,3078.0
gpt3.5_iter156,slip,body,9,0.1999999999999999,19324.0
gpt3.5_iter156,slip,canottiera,10,0.0999999999999999,15892.0
gpt3.5_iter157,soffitto,trave,1,1.0,15454.0
gpt3.5_iter157,soffitto,volta,2,0.96875,17638.0
gpt3.5_iter157,soffitto,controsoffitto,3,0.9375,20725.0
gpt3.5_iter157,soffitto,soffitto a cassettoni,4,0.90625,37.0
gpt3.5_iter157,soffitto,soffitto a volta,5,0.875,77.0
gpt3.5_iter157,soffitto,soffitto a botte,6,0.84375,25.0
gpt3.5_iter157,soffitto,soffitto a cupola,7,0.8125,21.0
gpt3.5_iter157,soffitto,soffitto a spiovente,8,0.78125,23.0
gpt3.5_iter157,soffitto,soffitto a mansarda,9,0.75,12.0
gpt3.5_iter157,soffitto,soffitto a travi a vista,11,0.6875,20.0
gpt3.5_iter157,soffitto,soffitto in cartongesso,12,0.65625,36.0
gpt3.5_iter157,soffitto,soffitto in legno,13,0.625,46.0
gpt3.5_iter157,soffitto,soffitto in gesso,14,0.59375,44.0
gpt3.5_iter157,soffitto,soffitto in metallo,15,0.5625,44.0
gpt3.5_iter157,soffitto,soffitto in vetro,16,0.53125,46.0
gpt3.5_iter157,soffitto,soffitto in cemento,17,0.5,52.0
gpt3.5_iter157,soffitto,soffitto in pietra,18,0.46875,42.0
gpt3.5_iter157,soffitto,soffitto in mattoni,19,0.4375,44.0
gpt3.5_iter157,soffitto,soffitto in terracotta,20,0.40625,5.0
gpt3.5_iter157,soffitto,soffitto in marmo,21,0.375,4.0
gpt3.5_iter157,soffitto,soffitto in stucco,22,0.34375,40.0
gpt3.5_iter157,soffitto,soffitto in tessuto,23,0.3125,12.0
gpt3.5_iter157,soffitto,soffitto in plastica,24,0.28125,6.0
gpt3.5_iter157,soffitto,soffitto in alluminio,25,0.25,42.0
gpt3.5_iter157,soffitto,soffitto in acciaio,26,0.21875,46.0
gpt3.5_iter157,soffitto,soffitto in ferro battuto,27,0.1875,3.0
gpt3.5_iter157,soffitto,soffitto in rame,28,0.15625,6.0
gpt3.5_iter157,soffitto,soffitto in bronzo,29,0.125,1.0
gpt3.5_iter157,soffitto,soffitto in ottone,30,0.09375,7.0
gpt3.5_iter157,soffitto,soffitto in argento,31,0.0625,1.0
gpt3.5_iter157,soffitto,soffitto in oro,32,0.03125,16.0
gpt3.5_iter158,soggiorno,divano,1,1.0,25648.0
gpt3.5_iter158,soggiorno,poltrona,2,0.9473684210526316,35906.0
gpt3.5_iter158,soggiorno,tavolino,3,0.8947368421052632,58140.0
gpt3.5_iter158,soggiorno,libreria,4,0.8421052631578947,40032.0
gpt3.5_iter158,soggiorno,lampada,5,0.7894736842105263,19416.0
gpt3.5_iter158,soggiorno,tappeto,6,0.736842105263158,34338.0
gpt3.5_iter158,soggiorno,televisore,7,0.6842105263157895,31262.0
gpt3.5_iter158,soggiorno,stereo,8,0.631578947368421,14879.0
gpt3.5_iter158,soggiorno,tavolo da pranzo,9,0.5789473684210527,258.0
gpt3.5_iter158,soggiorno,sedie,10,0.5263157894736843,51878.0
gpt3.5_iter158,soggiorno,credenza,11,0.4736842105263158,284378.0
gpt3.5_iter158,soggiorno,vetrina,12,0.4210526315789473,38396.0
gpt3.5_iter158,soggiorno,mobile tv,13,0.368421052631579,802.0
gpt3.5_iter158,soggiorno,scaffale,14,0.3157894736842105,42692.0
gpt3.5_iter158,soggiorno,quadro,15,0.2631578947368421,35874.0
gpt3.5_iter158,soggiorno,tende,16,0.2105263157894736,22166.0
gpt3.5_iter158,soggiorno,pianta,17,0.1578947368421053,37258.0
gpt3.5_iter158,soggiorno,pouf,18,0.1052631578947368,12677.0
gpt3.5_iter158,soggiorno,camino,19,0.0526315789473684,27794.0
gpt3.5_iter159,spalla,spalla umana,1,1.0,17.0
gpt3.5_iter159,spalla,spalla di maiale,2,0.9,20.0
gpt3.5_iter159,spalla,spalla di agnello,3,0.8,23.0
gpt3.5_iter159,spalla,spalla di vitello,4,0.7,20.0
gpt3.5_iter159,spalla,spalla di pollo,5,0.6,1.0
gpt3.5_iter159,spalla,spalla di manzo,6,0.5,22.0
gpt3.5_iter159,spalla,spalla di pesce,7,0.4,0.0
gpt3.5_iter159,spalla,spalla di cinghiale,8,0.3,4.0
gpt3.5_iter159,spalla,spalla di coniglio,9,0.1999999999999999,3.0
gpt3.5_iter159,spalla,spalla di tacchino,10,0.0999999999999999,1.0
gpt3.5_iter160,specchio,specchio da parete,1,1.0,20.0
gpt3.5_iter160,specchio,specchio da terra,2,0.9,22.0
gpt3.5_iter160,specchio,specchio da trucco,3,0.8,26.0
gpt3.5_iter160,specchio,specchio retrovisore,4,0.7,341.0
gpt3.5_iter160,specchio,specchio per il bagno,5,0.6,20.0
gpt3.5_iter160,specchio,specchio per il trucco,6,0.5,24.0
gpt3.5_iter160,specchio,specchio per il camerino,7,0.4,0.0
gpt3.5_iter160,specchio,specchio per il salone di bellezza,8,0.3,0.0
