,participant,concept,exemplar,rank_order,normed_rank_order
3219,gpt3.5_iter140,righello,righello con scala centimetri,7,0.4
3220,gpt3.5_iter140,righello,righello con scala pollici,8,0.30000000000000004
3221,gpt3.5_iter140,righello,righello con scala millimetri,9,0.19999999999999996
3222,gpt3.5_iter140,righello,righello con scala decimetri,10,0.09999999999999998
3223,gpt3.5_iter141,ripostiglio,armadio,1,1.0
3224,gpt3.5_iter141,ripostiglio,scaffale,2,0.8888888888888888
3225,gpt3.5_iter141,ripostiglio,cassettiera,3,0.7777777777777778
3226,gpt3.5_iter141,ripostiglio,credenza,4,0.6666666666666667
3227,gpt3.5_iter141,ripostiglio,scatola,5,0.5555555555555556
3228,gpt3.5_iter141,ripostiglio,contenitore,6,0.4444444444444444
3229,gpt3.5_iter141,ripostiglio,mobiletto,7,0.33333333333333337
3230,gpt3.5_iter141,ripostiglio,ripiano,8,0.2222222222222222
3231,gpt3.5_iter141,ripostiglio,cassetto,9,0.11111111111111116
3232,gpt3.5_iter142,riso,riso basmati,1,1.0
3233,gpt3.5_iter142,riso,riso integrale,2,0.9
3234,gpt3.5_iter142,riso,riso arborio,3,0.8
3235,gpt3.5_iter142,riso,riso nero,4,0.7
3236,gpt3.5_iter142,riso,riso selvatico,5,0.6
3237,gpt3.5_iter142,riso,riso jasmine,6,0.5
3238,gpt3.5_iter142,riso,riso venere,7,0.4
3239,gpt3.5_iter142,riso,riso carnaroli,8,0.30000000000000004
3240,gpt3.5_iter142,riso,riso parboiled,9,0.19999999999999996
3241,gpt3.5_iter142,riso,riso sushi,10,0.09999999999999998
3242,gpt3.5_iter143,rosa,ibrida,1,1.0
3243,gpt3.5_iter143,rosa,rampicante,2,0.9787234042553191
3244,gpt3.5_iter143,rosa,tea,3,0.9574468085106383
3245,gpt3.5_iter143,rosa,floribunda,4,0.9361702127659575
3246,gpt3.5_iter143,rosa,polyantha,5,0.9148936170212766
3247,gpt3.5_iter143,rosa,arbustiva,6,0.8936170212765957
3248,gpt3.5_iter143,rosa,antica,7,0.8723404255319149
3249,gpt3.5_iter143,rosa,miniatura,8,0.851063829787234
3250,gpt3.5_iter143,rosa,rampante,9,0.8297872340425532
3251,gpt3.5_iter143,rosa,da giardino,10,0.8085106382978724
3252,gpt3.5_iter143,rosa,da vaso,11,0.7872340425531915
3253,gpt3.5_iter143,rosa,da taglio,12,0.7659574468085106
3254,gpt3.5_iter143,rosa,selvatica,13,0.7446808510638299
3255,gpt3.5_iter143,rosa,profumata,14,0.7234042553191489
3256,gpt3.5_iter143,rosa,a cespuglio,15,0.7021276595744681
3257,gpt3.5_iter143,rosa,a fiore grande,16,0.6808510638297872
3258,gpt3.5_iter143,rosa,a fiore piccolo,17,0.6595744680851063
3259,gpt3.5_iter143,rosa,a grappolo,18,0.6382978723404256
3260,gpt3.5_iter143,rosa,a mazzi,19,0.6170212765957447
3261,gpt3.5_iter143,rosa,a singolo fiore,20,0.5957446808510638
3262,gpt3.5_iter143,rosa,a petali doppi,21,0.574468085106383
3263,gpt3.5_iter143,rosa,a petali singoli,22,0.5531914893617021
3264,gpt3.5_iter143,rosa,a colori vivaci,23,0.5319148936170213
3265,gpt3.5_iter143,rosa,a colori pastello,24,0.5106382978723405
3266,gpt3.5_iter143,rosa,a colori scuri,25,0.4893617021276596
3267,gpt3.5_iter143,rosa,a colori chiari,26,0.46808510638297873
3268,gpt3.5_iter143,rosa,a colori misti,27,0.44680851063829785
3269,gpt3.5_iter143,rosa,a colori sgargianti,28,0.42553191489361697
3270,gpt3.5_iter143,rosa,a colori delicati,29,0.4042553191489362
3271,gpt3.5_iter143,rosa,a colori brillanti,30,0.3829787234042553
3272,gpt3.5_iter143,rosa,a colori tenui,31,0.36170212765957444
3274,gpt3.5_iter143,rosa,a colori contrastanti,33,0.3191489361702128
3275,gpt3.5_iter143,rosa,a colori tono su tono,34,0.2978723404255319
3276,gpt3.5_iter143,rosa,a colori sfumati,35,0.276595744680851
3277,gpt3.5_iter143,rosa,a colori variegati,36,0.25531914893617025
3278,gpt3.5_iter143,rosa,a colori monocromatici,37,0.23404255319148937
3279,gpt3.5_iter143,rosa,a colori primari,38,0.21276595744680848
3281,gpt3.5_iter143,rosa,a colori autunnali,40,0.17021276595744683
3282,gpt3.5_iter143,rosa,a colori primaverili,41,0.14893617021276595
3283,gpt3.5_iter143,rosa,a colori estivi,42,0.12765957446808507
3284,gpt3.5_iter143,rosa,a colori invernali,43,0.1063829787234043
3286,gpt3.5_iter143,rosa,a colori tropicali,45,0.06382978723404253
3287,gpt3.5_iter143,rosa,a colori mediterranei,46,0.04255319148936165
3288,gpt3.5_iter143,rosa,a color,47,0.021276595744680882
3289,gpt3.5_iter144,salice,salice piangente,1,1.0
3290,gpt3.5_iter144,salice,salice bianco,2,0.972972972972973
3291,gpt3.5_iter144,salice,salice nero,3,0.9459459459459459
3292,gpt3.5_iter144,salice,salice cipressino,4,0.9189189189189189
3293,gpt3.5_iter144,salice,salice alpino,5,0.8918918918918919
3294,gpt3.5_iter144,salice,salice grigio,6,0.8648648648648649
3295,gpt3.5_iter144,salice,salice rosso,7,0.8378378378378378
3296,gpt3.5_iter144,salice,salice pioppo,8,0.8108108108108107
3297,gpt3.5_iter144,salice,salice americano,9,0.7837837837837838
3298,gpt3.5_iter144,salice,salice babylonica,10,0.7567567567567568
3299,gpt3.5_iter144,salice,salice fragilis,11,0.7297297297297297
3300,gpt3.5_iter144,salice,salice purpurea,12,0.7027027027027026
3301,gpt3.5_iter144,salice,salice tortuoso,13,0.6756756756756757
3302,gpt3.5_iter144,salice,salice viminale,14,0.6486486486486487
3303,gpt3.5_iter144,salice,salice da giardino,15,0.6216216216216216
3304,gpt3.5_iter144,salice,salice da siepe,16,0.5945945945945945
3305,gpt3.5_iter144,salice,salice da recinzione,17,0.5675675675675675
3306,gpt3.5_iter144,salice,salice da fiume,18,0.5405405405405406
3307,gpt3.5_iter144,salice,salice da palude,19,0.5135135135135135
3308,gpt3.5_iter144,salice,salice da montagna,20,0.4864864864864865
3309,gpt3.5_iter144,salice,salice da bonsai,21,0.45945945945945943
3310,gpt3.5_iter144,salice,salice da intreccio,22,0.43243243243243246
3311,gpt3.5_iter144,salice,salice da arredo,23,0.4054054054054054
3312,gpt3.5_iter144,salice,salice da ombra,24,0.3783783783783784
3313,gpt3.5_iter144,salice,salice da frutto,25,0.3513513513513513
3314,gpt3.5_iter144,salice,salice da ornamento,26,0.32432432432432434
3326,gpt3.5_iter145,scala,scala a chiocciola,1,1.0
3327,gpt3.5_iter145,scala,scala a chiocciola in ferro,2,0.9375
3328,gpt3.5_iter145,scala,scala a chiocciola in legno,3,0.875
3329,gpt3.5_iter145,scala,scala a chiocciola in vetro,4,0.8125
3330,gpt3.5_iter145,scala,scala a chiocciola in acciaio,5,0.75
3331,gpt3.5_iter145,scala,scala a chiocciola esterna,6,0.6875
3332,gpt3.5_iter145,scala,scala a chiocciola interna,7,0.625
3333,gpt3.5_iter145,scala,scala a chiocciola a scomparsa,8,0.5625
3334,gpt3.5_iter145,scala,scala a chiocciola a sbalzo,9,0.5
3335,gpt3.5_iter145,scala,scala a chiocciola a giorno,10,0.4375
3336,gpt3.5_iter145,scala,scala a chiocciola a spirale,11,0.375
3337,gpt3.5_iter145,scala,scala a chiocciola a rampa singola,12,0.3125
3338,gpt3.5_iter145,scala,scala a chiocciola a rampa doppia,13,0.25
3339,gpt3.5_iter145,scala,scala a chiocciola a rampa tripla,14,0.1875
3340,gpt3.5_iter145,scala,scala a chiocciola a rampa quadrupla,15,0.125
3341,gpt3.5_iter145,scala,scala a chiocciola a rampa multipla,16,0.0625
3342,gpt3.5_iter146,scarpa,sneaker,1,1.0
3343,gpt3.5_iter146,scarpa,stivaletto,2,0.9787234042553191
3344,gpt3.5_iter146,scarpa,sandalo,3,0.9574468085106383
3345,gpt3.5_iter146,scarpa,ballerina,4,0.9361702127659575
3346,gpt3.5_iter146,scarpa,mocassino,5,0.9148936170212766
3347,gpt3.5_iter146,scarpa,ciabatta,6,0.8936170212765957
3348,gpt3.5_iter146,scarpa,infradito,7,0.8723404255319149
3349,gpt3.5_iter146,scarpa,décolleté,8,0.851063829787234
3350,gpt3.5_iter146,scarpa,zoccolo,9,0.8297872340425532
3351,gpt3.5_iter146,scarpa,sabot,10,0.8085106382978724
3352,gpt3.5_iter146,scarpa,polacchino,11,0.7872340425531915
3353,gpt3.5_iter146,scarpa,scarponcino,12,0.7659574468085106
3354,gpt3.5_iter146,scarpa,pantofole,13,0.7446808510638299
3355,gpt3.5_iter146,scarpa,ciabatte da casa,14,0.7234042553191489
3356,gpt3.5_iter146,scarpa,scarpe da ginnastica,15,0.7021276595744681
3357,gpt3.5_iter146,scarpa,scarpe da trekking,16,0.6808510638297872
3358,gpt3.5_iter146,scarpa,scarpe da corsa,17,0.6595744680851063
3359,gpt3.5_iter146,scarpa,scarpe da calcio,18,0.6382978723404256
3360,gpt3.5_iter146,scarpa,scarpe da basket,19,0.6170212765957447
3361,gpt3.5_iter146,scarpa,scarpe da tennis,20,0.5957446808510638
3362,gpt3.5_iter146,scarpa,scarpe da ballo,21,0.574468085106383
3363,gpt3.5_iter146,scarpa,scarpe da cerimonia,22,0.5531914893617021
3364,gpt3.5_iter146,scarpa,scarpe da lavoro,23,0.5319148936170213
3365,gpt3.5_iter146,scarpa,scarpe da montagna,24,0.5106382978723405
3366,gpt3.5_iter146,scarpa,scarpe da barca,25,0.4893617021276596
3367,gpt3.5_iter146,scarpa,scarpe da skate,26,0.46808510638297873
3368,gpt3.5_iter146,scarpa,scarpe da ciclismo,27,0.44680851063829785
3369,gpt3.5_iter146,scarpa,scarpe da arrampicata,28,0.42553191489361697
3370,gpt3.5_iter146,scarpa,scarpe da golf,29,0.4042553191489362
3371,gpt3.5_iter146,scarpa,scarpe da sci,30,0.3829787234042553
3372,gpt3.5_iter146,scarpa,scarpe da snowboard,31,0.36170212765957444
3373,gpt3.5_iter146,scarpa,scarpe da pattinaggio,32,0.34042553191489366
3374,gpt3.5_iter146,scarpa,scarpe da equitazione,33,0.3191489361702128
3375,gpt3.5_iter146,scarpa,scarpe da nuoto,34,0.2978723404255319
3376,gpt3.5_iter146,scarpa,scarpe da sub,35,0.276595744680851
3377,gpt3.5_iter146,scarpa,scarpe da vela,36,0.25531914893617025
3378,gpt3.5_iter146,scarpa,scarpe da pallavolo,37,0.23404255319148937
3379,gpt3.5_iter146,scarpa,scarpe da pallacanestro,38,0.21276595744680848
3380,gpt3.5_iter146,scarpa,scarpe da pallamano,39,0.19148936170212771
3381,gpt3.5_iter146,scarpa,scarpe da atletica,40,0.17021276595744683
3382,gpt3.5_iter146,scarpa,scarpe da maratona,41,0.14893617021276595
3383,gpt3.5_iter146,scarpa,scarpe da triathlon,42,0.12765957446808507
3384,gpt3.5_iter146,scarpa,scarpe da fitness,43,0.1063829787234043
3385,gpt3.5_iter146,scarpa,scarpe da yoga,44,0.08510638297872342
3386,gpt3.5_iter146,scarpa,scarpe da pilates,45,0.06382978723404253
3387,gpt3.5_iter146,scarpa,scarpe da danza,46,0.04255319148936165
3388,gpt3.5_iter146,scarpa,,47,0.021276595744680882
3389,gpt3.5_iter147,schiena,vertebra,1,1.0
3390,gpt3.5_iter147,schiena,colonna vertebrale,2,0.8333333333333334
3391,gpt3.5_iter147,schiena,spina dorsale,3,0.6666666666666667
3392,gpt3.5_iter147,schiena,lombare,4,0.5
3393,gpt3.5_iter147,schiena,toracica,5,0.33333333333333337
3394,gpt3.5_iter147,schiena,cervicale,6,0.16666666666666663
3395,gpt3.5_iter148,sciarpa,lana,1,1.0
3396,gpt3.5_iter148,sciarpa,seta,2,0.9
3397,gpt3.5_iter148,sciarpa,cotone,3,0.8
3398,gpt3.5_iter148,sciarpa,cashmere,4,0.7
3399,gpt3.5_iter148,sciarpa,pashmina,5,0.6
3400,gpt3.5_iter148,sciarpa,foulard,6,0.5
3401,gpt3.5_iter148,sciarpa,bandana,7,0.4
3402,gpt3.5_iter148,sciarpa,scialle,8,0.30000000000000004
3403,gpt3.5_iter148,sciarpa,stole,9,0.19999999999999996
3404,gpt3.5_iter148,sciarpa,mantella,10,0.09999999999999998
3405,gpt3.5_iter149,scimmia,gorilla,1,1.0
3406,gpt3.5_iter149,scimmia,orangutan,2,0.9
3407,gpt3.5_iter149,scimmia,scimpanzé,3,0.8
3408,gpt3.5_iter149,scimmia,bonobo,4,0.7
3409,gpt3.5_iter149,scimmia,gibbone,5,0.6
3410,gpt3.5_iter149,scimmia,tarsio,6,0.5
3411,gpt3.5_iter149,scimmia,lemure,7,0.4
3412,gpt3.5_iter149,scimmia,macaco,8,0.30000000000000004
3413,gpt3.5_iter149,scimmia,babuino,9,0.19999999999999996
3414,gpt3.5_iter149,scimmia,mandrillo,10,0.09999999999999998
3415,gpt3.5_iter150,scolapasta,forchetta,1,1.0
3416,gpt3.5_iter150,scolapasta,cucchiaio,2,0.8333333333333334
3417,gpt3.5_iter150,scolapasta,colino,3,0.6666666666666667
3418,gpt3.5_iter150,scolapasta,mestolo,4,0.5
3419,gpt3.5_iter150,scolapasta,spatola,5,0.33333333333333337
3420,gpt3.5_iter150,scolapasta,mestolo forato,6,0.16666666666666663
3421,gpt3.5_iter151,scolorina,candeggina,1,1.0
3422,gpt3.5_iter151,scolorina,smacchiatore,2,0.8
3423,gpt3.5_iter151,scolorina,sbiancante,3,0.6
3424,gpt3.5_iter151,scolorina,disinfettante,4,0.4
3425,gpt3.5_iter151,scolorina,igienizzante,5,0.19999999999999996
3426,gpt3.5_iter152,scooter,elettrico,1,1.0
3427,gpt3.5_iter152,scooter,a benzina,2,0.9
3428,gpt3.5_iter152,scooter,a due ruote,3,0.8
3429,gpt3.5_iter152,scooter,a tre ruote,4,0.7
3430,gpt3.5_iter152,scooter,pieghevole,5,0.6
3431,gpt3.5_iter152,scooter,da città,6,0.5
3432,gpt3.5_iter152,scooter,da cross,7,0.4
3433,gpt3.5_iter152,scooter,da turismo,8,0.30000000000000004
3434,gpt3.5_iter152,scooter,da lavoro,9,0.19999999999999996
3435,gpt3.5_iter152,scooter,da bambini,10,0.09999999999999998
3436,gpt3.5_iter153,scrivania,scrivania per ufficio,1,1.0
3437,gpt3.5_iter153,scrivania,scrivania per computer,2,0.9
3438,gpt3.5_iter153,scrivania,scrivania per studio,3,0.8
3439,gpt3.5_iter153,scrivania,scrivania per bambini,4,0.7
3440,gpt3.5_iter153,scrivania,scrivania regolabile in altezza,5,0.6
3441,gpt3.5_iter153,scrivania,scrivania con cassetti,6,0.5
3442,gpt3.5_iter153,scrivania,scrivania angolare,7,0.4
3443,gpt3.5_iter153,scrivania,scrivania pieghevole,8,0.30000000000000004
3444,gpt3.5_iter153,scrivania,scrivania con ripiani,9,0.19999999999999996
3445,gpt3.5_iter153,scrivania,scrivania con vano portaoggetti,10,0.09999999999999998
3446,gpt3.5_iter154,sedia,sedia da ufficio,1,1.0
3447,gpt3.5_iter154,sedia,sedia da pranzo,2,0.9642857142857143
3448,gpt3.5_iter154,sedia,sedia a dondolo,3,0.9285714285714286
3449,gpt3.5_iter154,sedia,sedia pieghevole,4,0.8928571428571429
3450,gpt3.5_iter154,sedia,sedia a sdraio,5,0.8571428571428572
3451,gpt3.5_iter154,sedia,sedia per bambini,6,0.8214285714285714
3452,gpt3.5_iter154,sedia,sedia a rotelle,7,0.7857142857142857
3453,gpt3.5_iter154,sedia,sedia ergonomica,8,0.75
3455,gpt3.5_iter154,sedia,sedia a dondolo in vimini,10,0.6785714285714286
3456,gpt3.5_iter154,sedia,sedia a dondolo in legno,11,0.6428571428571428
3457,gpt3.5_iter154,sedia,sedia a dondolo in plastica,12,0.6071428571428572
3458,gpt3.5_iter154,sedia,sedia a dondolo in metallo,13,0.5714285714285714
3459,gpt3.5_iter154,sedia,sedia a dondolo moderna,14,0.5357142857142857
3460,gpt3.5_iter154,sedia,sedia a dondolo classica,15,0.5
3461,gpt3.5_iter154,sedia,sedia a dondolo vintage,16,0.4642857142857143
3462,gpt3.5_iter154,sedia,sedia a dondolo per esterni,17,0.4285714285714286
3463,gpt3.5_iter154,sedia,sedia a dondolo per interni,18,0.3928571428571429
3464,gpt3.5_iter154,sedia,sedia a dondolo per bambini,19,0.3571428571428571
3465,gpt3.5_iter154,sedia,sedia a dondolo per adulti,20,0.3214285714285714
3466,gpt3.5_iter154,sedia,sedia a dondolo con cuscini,21,0.2857142857142857
3467,gpt3.5_iter154,sedia,sedia a dondolo senza braccioli,22,0.25
3468,gpt3.5_iter154,sedia,sedia a dondolo con braccioli,23,0.2142857142857143
3469,gpt3.5_iter154,sedia,sedia a dondolo con schienale alto,24,0.1785714285714286
3470,gpt3.5_iter154,sedia,sedia a dondolo con schienale basso,25,0.1428571428571429
3471,gpt3.5_iter154,sedia,sedia a dondolo con poggiapiedi,26,0.1071428571428571
3472,gpt3.5_iter154,sedia,sedia a dondolo con struttura in ferro,27,0.0714285714285714
3473,gpt3.5_iter154,sedia,sedia a dond,28,0.0357142857142857
3474,gpt3.5_iter155,serpente,vipera,1,1.0
3475,gpt3.5_iter155,serpente,boa,2,0.9655172413793104
3476,gpt3.5_iter155,serpente,cobra,3,0.9310344827586207
3477,gpt3.5_iter155,serpente,anaconda,4,0.896551724137931
3478,gpt3.5_iter155,serpente,pitone,5,0.8620689655172413
3479,gpt3.5_iter155,serpente,serpente marino,6,0.8275862068965517
3480,gpt3.5_iter155,serpente,serpente a sonagli,7,0.7931034482758621
3481,gpt3.5_iter155,serpente,serpente corallo,8,0.7586206896551724
3482,gpt3.5_iter155,serpente,serpente verde,9,0.7241379310344828
3483,gpt3.5_iter155,serpente,serpente dal collare,10,0.6896551724137931
3484,gpt3.5_iter155,serpente,serpente tigre,11,0.6551724137931034
3485,gpt3.5_iter155,serpente,serpente reale,12,0.6206896551724138
3486,gpt3.5_iter155,serpente,serpente velenoso,13,0.5862068965517242
3487,gpt3.5_iter155,serpente,serpente non velenoso,14,0.5517241379310345
3488,gpt3.5_iter155,serpente,serpente d'acqua,15,0.5172413793103448
3489,gpt3.5_iter155,serpente,serpente volante,16,0.48275862068965514
3490,gpt3.5_iter155,serpente,serpente cieco,17,0.4482758620689655
3491,gpt3.5_iter155,serpente,serpente delle sabbie,18,0.4137931034482759
3492,gpt3.5_iter155,serpente,serpente a due teste,19,0.3793103448275862
3493,gpt3.5_iter155,serpente,serpente gigante,20,0.3448275862068966
3494,gpt3.5_iter155,serpente,serpente arboreo,21,0.31034482758620685
3495,gpt3.5_iter155,serpente,serpente giallo,22,0.27586206896551724
3496,gpt3.5_iter155,serpente,serpente nero,23,0.24137931034482762
3497,gpt3.5_iter155,serpente,serpente rosso,24,0.2068965517241379
3498,gpt3.5_iter155,serpente,serpente blu,25,0.1724137931034483
3500,gpt3.5_iter155,serpente,serpente marrone,27,0.10344827586206895
3501,gpt3.5_iter155,serpente,serpente grigio,28,0.06896551724137934
3502,gpt3.5_iter155,serpente,serpente bianco,29,0.03448275862068961
3503,gpt3.5_iter156,slip,boxer,1,1.0
3504,gpt3.5_iter156,slip,mutande,2,0.9
3505,gpt3.5_iter156,slip,perizoma,3,0.8
3506,gpt3.5_iter156,slip,tanga,4,0.7
3507,gpt3.5_iter156,slip,brasiliana,5,0.6
3508,gpt3.5_iter156,slip,culotte,6,0.5
3509,gpt3.5_iter156,slip,reggiseno,7,0.4
3510,gpt3.5_iter156,slip,reggicalze,8,0.30000000000000004
3511,gpt3.5_iter156,slip,body,9,0.19999999999999996
3512,gpt3.5_iter156,slip,canottiera,10,0.09999999999999998
3513,gpt3.5_iter157,soffitto,trave,1,1.0
3514,gpt3.5_iter157,soffitto,volta,2,0.96875
3515,gpt3.5_iter157,soffitto,controsoffitto,3,0.9375
3516,gpt3.5_iter157,soffitto,soffitto a cassettoni,4,0.90625
3517,gpt3.5_iter157,soffitto,soffitto a volta,5,0.875
3518,gpt3.5_iter157,soffitto,soffitto a botte,6,0.84375
3519,gpt3.5_iter157,soffitto,soffitto a cupola,7,0.8125
3520,gpt3.5_iter157,soffitto,soffitto a spiovente,8,0.78125
3521,gpt3.5_iter157,soffitto,soffitto a mansarda,9,0.75
3523,gpt3.5_iter157,soffitto,soffitto a travi a vista,11,0.6875
3524,gpt3.5_iter157,soffitto,soffitto in cartongesso,12,0.65625
3525,gpt3.5_iter157,soffitto,soffitto in legno,13,0.625
3526,gpt3.5_iter157,soffitto,soffitto in gesso,14,0.59375
3527,gpt3.5_iter157,soffitto,soffitto in metallo,15,0.5625
3528,gpt3.5_iter157,soffitto,soffitto in vetro,16,0.53125
3529,gpt3.5_iter157,soffitto,soffitto in cemento,17,0.5
3530,gpt3.5_iter157,soffitto,soffitto in pietra,18,0.46875
3531,gpt3.5_iter157,soffitto,soffitto in mattoni,19,0.4375
3532,gpt3.5_iter157,soffitto,soffitto in terracotta,20,0.40625
3533,gpt3.5_iter157,soffitto,soffitto in marmo,21,0.375
3534,gpt3.5_iter157,soffitto,soffitto in stucco,22,0.34375
3535,gpt3.5_iter157,soffitto,soffitto in tessuto,23,0.3125
3536,gpt3.5_iter157,soffitto,soffitto in plastica,24,0.28125
3537,gpt3.5_iter157,soffitto,soffitto in alluminio,25,0.25
3538,gpt3.5_iter157,soffitto,soffitto in acciaio,26,0.21875
3539,gpt3.5_iter157,soffitto,soffitto in ferro battuto,27,0.1875
3540,gpt3.5_iter157,soffitto,soffitto in rame,28,0.15625
3541,gpt3.5_iter157,soffitto,soffitto in bronzo,29,0.125
3542,gpt3.5_iter157,soffitto,soffitto in ottone,30,0.09375
3543,gpt3.5_iter157,soffitto,soffitto in argento,31,0.0625
3544,gpt3.5_iter157,soffitto,soffitto in oro,32,0.03125
3545,gpt3.5_iter158,soggiorno,divano,1,1.0
3546,gpt3.5_iter158,soggiorno,poltrona,2,0.9473684210526316
3547,gpt3.5_iter158,soggiorno,tavolino,3,0.8947368421052632
3548,gpt3.5_iter158,soggiorno,libreria,4,0.8421052631578947
3549,gpt3.5_iter158,soggiorno,lampada,5,0.7894736842105263
3550,gpt3.5_iter158,soggiorno,tappeto,6,0.736842105263158
3551,gpt3.5_iter158,soggiorno,televisore,7,0.6842105263157895
3552,gpt3.5_iter158,soggiorno,stereo,8,0.631578947368421
3553,gpt3.5_iter158,soggiorno,tavolo da pranzo,9,0.5789473684210527
3554,gpt3.5_iter158,soggiorno,sedie,10,0.5263157894736843
3555,gpt3.5_iter158,soggiorno,credenza,11,0.4736842105263158
3556,gpt3.5_iter158,soggiorno,vetrina,12,0.42105263157894735
3557,gpt3.5_iter158,soggiorno,mobile tv,13,0.368421052631579
3558,gpt3.5_iter158,soggiorno,scaffale,14,0.3157894736842105
3559,gpt3.5_iter158,soggiorno,quadro,15,0.26315789473684215
3560,gpt3.5_iter158,soggiorno,tende,16,0.21052631578947367
3561,gpt3.5_iter158,soggiorno,pianta,17,0.1578947368421053
3562,gpt3.5_iter158,soggiorno,pouf,18,0.10526315789473684
3563,gpt3.5_iter158,soggiorno,camino,19,0.052631578947368474
3564,gpt3.5_iter159,spalla,spalla umana,1,1.0
3565,gpt3.5_iter159,spalla,spalla di maiale,2,0.9
3566,gpt3.5_iter159,spalla,spalla di agnello,3,0.8
3567,gpt3.5_iter159,spalla,spalla di vitello,4,0.7
3568,gpt3.5_iter159,spalla,spalla di pollo,5,0.6
3569,gpt3.5_iter159,spalla,spalla di manzo,6,0.5
3570,gpt3.5_iter159,spalla,spalla di pesce,7,0.4
3571,gpt3.5_iter159,spalla,spalla di cinghiale,8,0.30000000000000004
3572,gpt3.5_iter159,spalla,spalla di coniglio,9,0.19999999999999996
3573,gpt3.5_iter159,spalla,spalla di tacchino,10,0.09999999999999998
3574,gpt3.5_iter160,specchio,specchio da parete,1,1.0
3575,gpt3.5_iter160,specchio,specchio da terra,2,0.9
3576,gpt3.5_iter160,specchio,specchio da trucco,3,0.8
3577,gpt3.5_iter160,specchio,specchio retrovisore,4,0.7
3578,gpt3.5_iter160,specchio,specchio per il bagno,5,0.6
3579,gpt3.5_iter160,specchio,specchio per il trucco,6,0.5
3580,gpt3.5_iter160,specchio,specchio per il camerino,7,0.4
3581,gpt3.5_iter160,specchio,specchio per il salone di bellezza,8,0.30000000000000004
3582,gpt3.5_iter160,specchio,specchio per il guardaroba,9,0.19999999999999996
3583,gpt3.5_iter160,specchio,specchio per il corridoio,10,0.09999999999999998
3584,gpt3.5_iter161,spillatrice,manuale,1,1.0
3585,gpt3.5_iter161,spillatrice,automatica,2,0.8333333333333334
3586,gpt3.5_iter161,spillatrice,da ufficio,3,0.6666666666666667
3587,gpt3.5_iter161,spillatrice,da cucito,4,0.5
3588,gpt3.5_iter161,spillatrice,da carta,5,0.33333333333333337
3589,gpt3.5_iter161,spillatrice,da tessuto,6,0.16666666666666663
3590,gpt3.5_iter162,t-shirt,maglietta a maniche corte,1,1.0
3591,gpt3.5_iter162,t-shirt,maglietta a maniche lunghe,2,0.9545454545454546
3592,gpt3.5_iter162,t-shirt,canottiera,3,0.9090909090909091
3593,gpt3.5_iter162,t-shirt,polo,4,0.8636363636363636
3594,gpt3.5_iter162,t-shirt,top,5,0.8181818181818181
3595,gpt3.5_iter162,t-shirt,camicia,6,0.7727272727272727
3596,gpt3.5_iter162,t-shirt,maglia,7,0.7272727272727273
3597,gpt3.5_iter162,t-shirt,felpa,8,0.6818181818181819
3598,gpt3.5_iter162,t-shirt,maglietta a righe,9,0.6363636363636364
3599,gpt3.5_iter162,t-shirt,maglietta a pois,10,0.5909090909090908
3600,gpt3.5_iter162,t-shirt,maglietta a tinta unita,11,0.5454545454545454
3601,gpt3.5_iter162,t-shirt,maglietta con stampa,12,0.5
3602,gpt3.5_iter162,t-shirt,maglietta con scollo a v,13,0.4545454545454546
3603,gpt3.5_iter162,t-shirt,maglietta con scollo rotondo,14,0.40909090909090906
3604,gpt3.5_iter162,t-shirt,maglietta con collo alto,15,0.36363636363636365
3605,gpt3.5_iter162,t-shirt,maglietta oversize,16,0.31818181818181823
3606,gpt3.5_iter162,t-shirt,maglietta slim fit,17,0.2727272727272727
3607,gpt3.5_iter162,t-shirt,maglietta con bottoni,18,0.2272727272727273
3608,gpt3.5_iter162,t-shirt,maglietta con cappuccio,19,0.18181818181818177
3609,gpt3.5_iter162,t-shirt,maglietta senza maniche,20,0.13636363636363635
3610,gpt3.5_iter162,t-shirt,maglietta con spalline sottili,21,0.09090909090909094
3611,gpt3.5_iter162,t-shirt,maglietta con spalline larghe,22,0.045454545454545414
3612,gpt3.5_iter163,taccuino,quaderno,1,1.0
3613,gpt3.5_iter163,taccuino,agenda,2,0.9696969696969697
3614,gpt3.5_iter163,taccuino,diario,3,0.9393939393939394
3615,gpt3.5_iter163,taccuino,blocco note,4,0.9090909090909091
3616,gpt3.5_iter163,taccuino,appunti,5,0.8787878787878788
3617,gpt3.5_iter163,taccuino,taccuino digitale,6,0.8484848484848485
3618,gpt3.5_iter163,taccuino,planner,7,0.8181818181818181
3619,gpt3.5_iter163,taccuino,registro,8,0.7878787878787878
3620,gpt3.5_iter163,taccuino,notebook,9,0.7575757575757576
3621,gpt3.5_iter163,taccuino,quaderno a spirale,10,0.7272727272727273
3622,gpt3.5_iter163,taccuino,quaderno a righe,11,0.696969696969697
3623,gpt3.5_iter163,taccuino,quaderno a quadretti,12,0.6666666666666667
3624,gpt3.5_iter163,taccuino,quaderno a fogli bianchi,13,0.6363636363636364
3625,gpt3.5_iter163,taccuino,quaderno a fogli colorati,14,0.6060606060606061
3626,gpt3.5_iter163,taccuino,quaderno a tema,15,0.5757575757575757
3627,gpt3.5_iter163,taccuino,quaderno con elastico,16,0.5454545454545454
3628,gpt3.5_iter163,taccuino,quaderno con copertina rigida,17,0.5151515151515151
