category,concept,human,llama-3.1-70b,llama-3.1-8b,llama-3.2-3b,mixtral-8x7b,mistral-7b,nemo-12b,llava-v1.6-mistral-7b,llava-v1.6-mistral-7b-img,idefics2-8b,idefics2-8b-img
body parts,occhio,occhio marrone,occhio di gatto,occhio di bue,retina,occhio artificiale,occhio di tigre,oculo,occhio robotico,occhio artificiale,bocca,pupilla
body parts,occhio,occhio azzurro,occhio di pesce,occhio di falco,globa,occhio composto,occhio di rettile,occhio di pesce,occhio artificiale,occhio robotico,pupilla,retina
body parts,occhio,occhio blu,occhio di dio,occhio di falena,cornea,occhio semplice,occhio di insetto,occhio di vetro,occhio animale,occhio animale,retina,iris
plants,orchidea,orchidea bianca,phalaenopsis,dendrobium,fiori,phalaenopsis,orchidea bianca,phalaenopsis,orchideacea,orchidea bianca,phalaenopsis,cattleya
plants,orchidea,cattleya,dendrobium,cattleya,albero,epidendrum,orchidee epifite,orchidea phalaenopsis,orchidea bianca,orchidea di carta,orchide,orchidea bianca
plants,orchidea,orchidea rosa,oncidium,phalaenopsis,arbusto,masdevallia,orchidee terrestri,cattleya,orchideologia,orchidea violetta,cattleya,oncidium
plants,orchidea,miltonia,vanda,miltonia,actinidia,ludisia,orchidea di darwin,cymbidium,orchide,orchidea rossa,*dendrobium*,dendrobium
plants,orchidea,orchidea viola,paphiopedilum,vanda,begonia,restrepia,orchidea di cristallo,orchidea oncidium,orchidea di plastica,orchidea gialla,cymbidium,phalaenopsis
body parts,orecchio,orecchio a sventola,orecchio umano,orecchio umano,orecchio interno,orecchio umano,orecchio esterno,orecchio esterno,orecchio umano,orecchino,orecchio destro,orecchio destro
body parts,orecchio,orecchio a punta,orecchio esterno,orecchio di cane,orecchio esterno,orecchio esterno,orecchio interno,orecchio medio,orecchio di cane,orecchietta,orecchio sinistro,orecchio esterno
body parts,orecchio,orecchio piccolo,orecchio interno,orecchio di gatto,orecchiette,orecchio medio,timpano,orecchio interno,orecchino,earbud,orecchio esterno,conchiglia
body parts,orecchio,orecchio grande,orecchio artificiale,orecchio di elefante,orecchio medio,orecchio interno,utricolo,padiglione auricolare,umano,earbuds,lobo,orecchio destra
furnishings/fittings,orologio,orologio da polso,orologio da polso,orologio da polso,orologio da polso,orologio da polso,orologio da tasca,orologio da polso,orologio meccanico,orologio meccanico,orologio analogico,orologio analogico
furnishings/fittings,orologio,orologio a pendolo,orologio da parete,orologio da tasca,orologio da parete,orologio da tasca,orologio meccanico,orologio da cucina,orologio da polso,orologio da polso,orologio digitale,orologio digitale
furnishings/fittings,orologio,orologio a cucù,orologio da tasca,orologio meccanico,orologio a manovella,orologio da torre,orologio digitale,orologio digitale,orologio digitale,pendolo,orologio smartwatch,orologio elettronico
furnishings/fittings,orologio,orologio da taschino,orologio atomico,orologio da parete,orologio digitale,orologio al quarzo,orologio da parete,orologio analogico,orologio da muro,orologio da muro,orologio di polso,orologio meccanico
furnishings/fittings,orologio,orologio da parete,da polso,orologio da muro,orologio da cucina,orologio meccanico,orologio da tavolo,orologio da viaggio,orologio solare,orologio a pendolo,orologio da muro,orologio quadrante
animals,orso,orso bruno,orso bruno,orso polare,orso grigio,orso polare,orso polare,orso polare,orso polare,orso polare,orso americano,orso bruno
animals,orso,orso polare,orso polare,orso bruno,orso polare,orso del gobi,orso grizzly,orso bruno,orso nero,orso nero,orso bruno,orso delle nevi
animals,orso,orso bianco,orso grizzly,orso grizzly,orso nero,orso tibetano,orso bruno,orso grizzly,orso rosso,orso bruno,cervo,orso polare
animals,orso,grizzly,orso nero,orso nero,orso bruno,orso bianco,orso delle nevi,orso himalayano,orso grigio,orso nero americano,orso polare,
animals,orso,orso nero,orso asiatico,orso marsupiale,orso asiatico,orso andino,orso slavo,orso kodiak,orso bruno,orso grizzly,ursino,
kitchenware,padella,padella antiaderente,padella antiaderente,padella di ghisa,pentola,padella antiaderente,padella da cucina,padella antiaderente,padella da cucina,padella con manico,padella da cucina,padella da cucina
kitchenware,padella,wok,padella in alluminio,padella in ghisa,cucchiaio,padella per paella,padella da crepe,padella per crepes,padella per risotto,padella per risotto,coclea,cazzotto
kitchenware,padella,padella per crepes,padella wok,padellone,padella in acciaio,padella per grigliare,padella da frittata,padella per uova,frullatore,padella di frittata,tazza,padella a manico
kitchenware,padella,padella di acciaio,padella in acciaio,padella di rame,padellina,padella per crepes,wok,padella per frittura,padella per frittata,padella di riso,tappo,
kitchenware,padella,padella di ghisa,padella a pressione,padella di acciaio,padellone,padella con coperchio,paella,padella per fonduta,padella per pancake,pad,teglia,
hobbies,palla,palla da calcio,pallone,palla da tennis,pallone,pallone da calcio,pallina da ping pong,palla da calcio,pallina,pallina,palla da calcio,calcio
hobbies,palla,palla da basket,pallone da calcio,palla da calcio,pallacanestro,palla da baseball,pallina da tennis,palla da biliardo,palla da baseball,palla da golf,palla da baseball,pallone da calcio
hobbies,palla,palla da volo,palla da baseball,palla da bowling,pallavolo,pallone da basket,pallina da pallavolo,palla da pallavolo,palla da calcio,palla da rugby,palla da tennis,pallone da tennis
hobbies,palla,palla da tennis,palla da tennis,palla da pallavolo,pallottola,pallone,pallina da bowling,palla da baseball,palla da rugby,pallone,palla da squash,pallone
hobbies,palla,palla da baseball,palla da bowling,pallone,palla da baseball,palla da softball,pallina da baseball,palla da golf,palla da tennis,palla da baseball,pallone,cricket
body parts,pancia,pancia piatta,pancia a botte,pancetta,cappello,stomaco,addome,pancia piatta,ventre,ventre,stomaco,utero
body parts,pancia,pancia gonfia,pancia da birra,ventre,cuscino,addome,pancia umana,pancia gonfia,fegato,cinto,duodeno,placenta
body parts,pancia,pancia piena,pancia di maiale,pancetta cotta,camicia,pancia prominente,addome umano,pancia rotonda,stomaco,fegato,fegato,ovaio
body parts,pancia,pancia grassa,addome,pancetta affumicata,borsa,pancia gonfia,pancia di pesce,pancia da birra,omoplastico,reni,intestine,bambina
body parts,pancia,pancia vuota,pancia di vetro,pancetta arrotolata,gomma,pancia molle,utero,pancia muscolosa,cieco,stomaco,appendice,bambino
foods,pane,pane integrale,ciabatta,pane integrale,pane integrale,baguette,pane bianco,pane bianco,pane bianco,pane di segale,focaccia,pane integrale
foods,pane,baguette,focaccia,pane di riso,pane di segale,focaccia,pane sourdough,pane integrale,pane integrale,pane di mais,pane integrale,panino
foods,pane,ciabatta,baguette,pane di segale,pane di mais,pane integrale,focaccia,pane ai cereali,pane di mais,pane di grano,crocette,focaccia
foods,pane,rosetta,croissant,pane di quinoa,pane di riso,pane in cassetta,pane di segale,baguette,pane di segale,pane di farro,bianco,pane di frutta
foods,pane,pane ai cereali,naan,pane di farro,pane secco,pita,pane francese,pane ai semi,pane di grano,pane di focaccia,pane di grano,pane di grano
clothes,pantalone,jeans,pantalone a vita alta,pantalone da lavoro,pantaloni da ballo,jeans,pantaloni corti,jeans,calze,jeans,masked man,pantaloni corti
clothes,pantalone,pantalone a zampa,pantalone da sci,pantalone corto,pantaloni da ginnastica,palazzo,pantaloni stretti,salopette,calzoncino,slacks,zorro,jeans
clothes,pantalone,pantalone a palazzo,pantalone militare,pantalone lungo,pantaloni da sci,a sigaretta,flanelle,leggings,pantaloncini,chinos,robin hood,pantalone a ginocchio
clothes,pantalone,pantalone della tuta,jeans,pantalone da sci,pantaloncini,in pelle,flanella,trekking,pantalone bianco,calze,puss in boots,capri
clothes,pantalone,pantalone elegante,pantalone cargo,pantalone da equitazione,pantalone da ballo,a zampa,pantalone stretto,capri,clown,pantalone di cotone,captain hook,pantaloni lungi
foods,pasta,spaghetti,spaghetti,spaghetti,spaghetti,spaghetti,spaghetti,spaghetti,spaghetti,spaghetti,spaghetti,spaghetti
foods,pasta,fusilli,fettuccine,linguine,fettuccine,rigatoni,fettuccine,maccheroni,penne,penne,penne,ravioli
foods,pasta,farfalle,penne,maccheroni,penne,maccheroni,maccheroni,penne,maccheroni,fettuccine,fettuccine,fettuccine
foods,pasta,penne,farfalle,tagliatelle,maccheroni,farfalle,fusilli,fusilli,farfalle,vermicelli,tagliatelle,pappardelle
foods,pasta,pasta corta,tortellini,tortellini,rigatoni,cannelloni,rigatoni,ravioli,fusilli,rigatoni,farfalle,tagliatelle
stationery,pastello,pastello a cera,pastello a olio,pastello a olio,penna,pastello a olio,pastello a olio,pastello a olio,pasta,pennello,pasta,pastello a olio
stationery,pastello,pastello ad olio,pastello a cera,pastello a cera,pastello a maglia,pastello a cera,pastello cera,pastello a carboncino,gnocchi,tortellini,bacio,pastello ad olio
stationery,pastello,pastello colorato,pastello a carboncino,pastello a matita,pastello a olio,pastello a gesso,pastello sanguigno,pastello a secco,bicchierino,frullatore,biscotti,pastello a secco
stationery,pastello,pastello a matita,pastello a gessetto,pastello a carboncino,pastello elettrico,pastello a gessetto,pastello carboncino,pastello colorato,pane,pasta,torta,pastello a pasta
stationery,pastello,pastello ad acqua,pastello acquerellabile,pastello a gesso,matita,pastello a matita,pastello olio su carta,pastello a cera,polenta,pastello da disegno,pane,pastello a cera
housing buildings,pavimento,parquet,pavimento in legno,pavimento in legno,pavimento in legno,piastrelle,parquet,parquet,tappeto,tavolo,cemento,pavimento in cemento
housing buildings,pavimento,pavimento in marmo,piastrelle,pavimento in marmo,pavimento in pietra,parquet,marmo,piastrelle,linoleum,tappeto,pavimento in legno,pavimento di cemento
housing buildings,pavimento,pavimento in legno,moquette,pavimento in pietra,pavimento in tessuto,moquette,grasso,marmo,parquet,tavolà,pavimento in pietra,cemento
housing buildings,pavimento,pavimento in piastrelle,pavimento in parquet,marmo,legno,cotto,granito,pietra,strada,cemento,legno,pavimento in ceramica
housing buildings,pavimento,moquette,pavimento in marmo,pavimento in parquet,mosaico,gres porcellanato,pvc,moquette,cemento,granito,cementificio,pavimento in legno
stationery,penna,penna a sfera,penna a sfera,penna stilografica,biro,penna a sfera,penna per scrivere,penna a sfera,penna a sfera,penna a sfera,penna a sfera,stilo
stationery,penna,penna stilografica,penna a inchiostro,penna a sfera,penna a inchiostro,penna pieghevole,penna da ingegno,penna a china,penna stilografica,penna tradizionale,penna a cartuccia,pennarello
stationery,penna,penna cancellabile,stilografica,penna da disegno,penna a matita,penna a punta fine,penna da disegno,penna a inchiostro,penna di plastica,penna gomma,penna a pennello,penna a inchiostro
stationery,penna,biro,penna stilografica,penna a matita,penna stilografica,penna a inchiostro,penna da calligrafia,penna a siringa,penna rotante,penna a stilo,penna a stilo,penna a sfera
stationery,penna,penna a gel,penna a punta fine,penna da calligrafia,matita,penna da disegno,pen,penna a sfera retrattile,pen,penna a inchiostro,penna a molla,stilografo
hobbies,pennello,pennello piatto,pennello da barba,pennello da pittore,pennello a mano,pennello da trucco,pennello da dipingere,pennello per acquerelli,pennello da cucina,pennello da tinta,pennello a mano,pennello a mano
hobbies,pennello,pennello da pittura,pennello per capelli,pennello per capelli,pennello a setole,pennello per acquerelli,pennello da vernice,pennello per tempera,pennello acquarello,pensile,pennello da cucina,pennello per acrilici
hobbies,pennello,pennello fine,pennello per pulizia,pennello per unghie,pennello elettrico,pennello per capelli,pennello da disegno,pennello da pittore,pennello a dente,pennello da olio,pennello per pelle,pennello per la pittura
hobbies,pennello,pennello da imbianchino,pennello da trucco,pennello da barba,pennello da pittore,pennello per olio,pennello da cucina,pennello a setole morbide,pennello a denti,pennello da tempera,pennello ad acqua,pennello per olio
hobbies,pennello,pennello grande,pennello da pittura,pennello per parrucchiere,pennello a setole naturali,pennello per acrilici,pennello da acquerello,pennello da pittura,pennello da disegno,pennello da acrilico,pennello ad olio,pennello per tempera
kitchenware,pentola,pentola a pressione,pentola a pressione,pentola a pressione,pentola a pressione,pentola da forno,pentola da cucina,pentola a pressione,pentola da cucina,pentola con manico,pentola da cucina,pentola da cucina
kitchenware,pentola,pentola antiaderente,casseruola,pentola a coperchio,pentola da cucina,padella,pentola da fritto,pentola per risotti,pentola di bronzo,pentolaccio,pentolina,pentola a pressione
kitchenware,pentola,pentolino,pentola di ghisa,pentola a vapore,pentola a coperchio,tegame,pentola da forno,pentola per pasta,pentolone,pentola a manico,pentola per cucina,pentolina
kitchenware,pentola,padella,padella,pentola a gas,pentola a vapore,casseruola,pentola da bollitura,pentola per fonduta,pentola in ferro,pentolone,pentolame,pentola ad acqua
kitchenware,pentola,pentola di acciaio,marmitta,pentola a induzione,pentola in acciaio,pentola per riso,pentola da pressione,pentola per fondue,pentola da risotto,pentolina,cacciavite,
foods,pesce,tonno,sogliola,squalo,squalo,salmone,angelo rosso,salmone,salmone,salmone,pesce di mare,pesce blu
foods,pesce,pesce spada,squalo,tonno,anguilla,tonno,carpa,tonno,pesce spada,pesce gatto,baccala,cicalia
foods,pesce,merluzzo,trota,salmone,trutta,carpa,calamaro,pesce spada,pesce gatto,pesce spada,pesce da acqua dolce,cannella
foods,pesce,salmone,tonno,aragosta,salmone,trota,salmone,orata,trota,tilapia,pesce salato,pesce bianco
foods,pesce,squalo,anguilla,trota,aragosta,merluzzo,anguilla,acciuga,pesce rosso,tonno,pesce azzurro,pesce rosso
kitchenware,piatto,piatto fondo,antipasto,piatto da portata,piatto da tavola,antipasto,piatto da cucina,piatto fondo,piatto da cucina,tazza,tavola,tazza
kitchenware,piatto,piatto piano,pasta,piatto da dessert,tazza,piatto etnico,piatto da dessert,piatto piano,piatto da tavola,piatto da riso,servizio in bianco,piatto da cucina
kitchenware,piatto,piatto da dolce,insalata,piatto da zuppa,piatto da pranzo,piatto vegetariano,tazza,piatto da servizio,piatto da pranzo,piatto da pasta,piatto da cucina,tavola
kitchenware,piatto,piatto di plastica,arancino,piatto da risotto,cucchiaio,piatto vegano,piatto da riso,piatto da pizza,piatto da cena,piatto da caffè,piatto da cibo,piatto da vino
kitchenware,piatto,piatto di ceramica,ravioli,piatto da antipasto,piatto da cena,piatto senza glutine,piatto da tagliere,piatto da antipasto,piatto da bar,piatto da tavola,piatto da verdure,piatto da caffè
body parts,piede,piede destro,piede umano,piede umano,piede destro,piede umano,piede destro,piede umano,piede umano,sandalo,piede destro,calzature
body parts,piede,piede piatto,piede di porco,piede di cavallo,dito,piede di una colonna,piede di tavolo,piede di una sedia,gamba,calzatura,piede umano,scarpe
body parts,piede,piede sinistro,piede di maiale,piede di tartaruga,piede sinistro,piede di una sedia,piede di paglia,piede di un mobile,calzato,calzado,piede sinistro,calzare
body parts,piede,piede greco,piede di gatto,piede di animale,piede amputato,piede di una statua,piede di cavallo,piede di montagna,piede destro,sandali,piede della fortuna,stivali
body parts,piede,piede grande,piede di cane,piede di pollo,piede neonato,piede di una pagina,piede umano,piede di una scala,scarpa,scarpe da ginnastica,piede dei ricordi,sandali
plants,pino,pino silvestre,pino silvestre,pino cembro,abete,pino silvestre,pino domestico,pino marittimo,pino mugo,pineta,pinus sylvestris,pinus
plants,pino,pino marittimo,pino nero,pino marittimo,albero,pino marittimo,pino silvestre,pino domestico,pineta,pino nobile,pinus ponderosa,pino rosso
plants,pino,pino mugo,pino domestico,pino domestico,cedro,pino bianco,pino nobile,pino silvestre,pino silvestre,pino laricio,abete,pineto
plants,pino,pino nero,pino mugo,pino silvestre,pino da costruzione,pino cembro,pino marittimo,pino mugo,pino nobile,pino silvestre,pinus montana,pinus pinea
plants,pino,pino bianco,pino strobo,pino mugo,cipresso,pino radiata,pino laricio,pino austriaco,pino domestico,pino mugo,pinus nigra,picea
foods,pizza,pizza margherita,quattro formaggi,margherita,margherita,margherita,margherita,pizza margherita,margherita,margherita,pizza al taglio,calzone
foods,pizza,pizza capricciosa,pizza margherita,capricciosa,quattro stagioni,siciliana,calzone,pizza al taglio,hawaiiana,pizza classica,pizza al forno,pizza al taglio
foods,pizza,pizza marinara,pizza capricciosa,pizza margherita,capricciosa,capricciosa,capricciosa,pizza al prosciutto,funghi,pizza a taglio,pizza con formaggio,pizza a forma di stella
foods,pizza,pizza diavola,capricciosa,napoletana,quattro formaggi,bianca,quattro stagioni,pizza al padellino,quattro formaggi,pizza con salsiccia,pizza a pizza,pizza a forma di diamante
foods,pizza,pizza quattro stagioni,margherita,pizza napoletana,prosciutto e funghi,calzone,pizza con pollo,pizza con prosciutto e funghi,pepperoni,pizza margherita,margarita,pizza al formaggio
furniture,poltrona,poltrona reclinabile,sedia reclinabile,divano,divano,poltrona da ufficio,poltrona reclinabile,poltrona reclinabile,divano,poltrona a due posti,sofà,divano
furniture,poltrona,poltrona a dondolo,poltrona a dondolo,poltrona reclinabile,poltrona da salotto,poltrona ergonomica,poltrona a rotelle,poltrona da ufficio,sedie,divano,divano,seduta
furniture,poltrona,poltrona in pelle,chaise longue,poltrona da ufficio,poltrona da letto,poltrona in pelle,poltrona a due posti,poltrona con braccioli,sedia a rotelle,sedia,couch,cuscino
furniture,poltrona,poltrona massaggiante,poltrona reclinabile,poltrona da giardino,poltrona da ufficio,poltrona sospesa,poltrona standard,poltrona in pelle,poltrona da ufficio,cattedra,cuscino,sofà
furniture,poltrona,poltrona con braccioli,poltrona a rotelle,poltrona da soggiorno,poltrona da giardino,poltrona pieghevole,poltrona classica,poltrona a sacco,sedia a sbalzo,sedia a rotelle,sedia,fotocopiatura
housing buildings,porta,porta scorrevole,porta blindata,porta di casa,porta in casa,porta blindata,porta di sicurezza,porta blindata,porta acciaio,porta di legno,porta a mano,porta di casa
housing buildings,porta,porta blindata,porta a libro,porta di servizio,porta di emergenza,porta a soffietto,porta di accesso,porta di servizio,porta in alluminio,porta di vetro,porta-cavi,porta verde
housing buildings,porta,porta a vetro,porta a scomparsa,porta di garage,porta di servizio,porta a vetri,porta rotonda,porta basculante,porta in metallo,porta di metallo,porta-carta,porta di ingresso
housing buildings,porta,porta di legno,porta a due ante,porta blindata,porta di comunicazione,porta antipanico,porta di vetro,porta finestra,porta scura,porta con vetri,porta-pannello,porta in stile
housing buildings,porta,portone,porta scorrevole,porta scorrevole,porta di uscita,porta garage,porta di legno,porta di sicurezza,porta in legno,porta di cristallo,porta-pacchetti,porta di servizio
furnishings/fittings,portafotografia,cornice,cornice,portafotocamera,casco,album fotografico,porta-foto digitale,portafoto,portafoglio,portafoglio,nikon,fotocamera
furnishings/fittings,portafotografia,portafotografia di legno,album,fotocamera,cappuccio,borsa a tracolla per fotocamera,foglietti fotografici,portfolio stampato,album fotografico,cappello,canon,camera
furnishings/fittings,portafotografia,quadro,astuccio,portafotocamere,schermo,zaino per fotocamera,porta-usb,album fotografico,album di fotografie,portafoglio fotografico,sony,portafoglio
furnishings/fittings,portafotografia,album,raccoglitore,portafoto,torcia,borsa a tracolla,portafoglio fotografico,cornice,fotogiornale,album fotografico,canon eos,tablet
furnishings/fittings,portafotografia,portafotografia digitale,passepartout,fotocamera point-and-shoot,cassetta,borsetta per fotocamera,porta-negativi,portaritratti,fotolibro,portafoglio di immagini,kodak,computer
furnishings/fittings,posacenere,posacenere di vetro,posacenere da terra,posacenere da tavolo,bidone,posacenere da tavolo,tazza da caffè,posacenere da tavolo,scarpe,pasta,bicchiere,tazza
furnishings/fittings,posacenere,posacenere di plastica,portacenere,posacenere da giardino,contenitore,posacenere portatile,tazza da tè,posacenere da esterno,cintura,posacenere nero,sciarpa,bicchiere
furnishings/fittings,posacenere,posacenere di metallo,posacenere da giardino,posacenere da spiaggia,cisterna,posacenere da pipa,tavola da pranzo,posacenere da giardino,lavabo,polvere,anello,c
furnishings/fittings,posacenere,posacenere da tavolo,posacenere da tavolo,posacenere da esterno,scatola,posacenere in vetro,piastra da cucina,posacenere da parete,scrivania,zucchero,piatto,tavolino
furnishings/fittings,posacenere,posacenere tascabile,posacenere da esterno,posacenere da esterni,recipiente,posacenere elettronico,piatto da pasta,posacenere da spiaggia,lavandina,penne,borsa,piatto
stationery,quaderno,quaderno a righe,quaderno a righe,quaderno di matematica,quaderno di scuola,quaderno a spirale,quaderno rigido,quaderno ad anelli,quaderno di lavoro,diario,carta,carta
stationery,quaderno,quaderno a quadretti,quaderno a quadretti,quaderno di storia,quaderno di appunti,quaderno a quadretti,quaderno da scuola,quaderno a righe,quaderno da scuola,libro,a5,foglio
stationery,quaderno,quaderno ad anelli,quaderno a fogli mobili,quaderno di appunti,diario,quaderno con copertina rigida,quaderno da cucina,diario,quaderno di matematica,notebook,diario,libro
stationery,quaderno,quaderno a fogli bianchi,quaderno a spirale,quaderno di disegno,quaderno di lavoro,quaderno per bozze,quaderno da laboratorio,quaderno a quadretti,diario,nota,biglietto,notebook
stationery,quaderno,quaderno da disegno,quaderno ad anelli,quaderno scolastico,quaderno di ricordi,quaderno per appunti,quaderno da disegno,quaderno per appunti,diario di lavoro,carta,foglio,penna
furnishings/fittings,quadro,quadro astratto,autoritratto,quadro da parete,quadro a muro,ritratto,quadro pittorico,dipinto,quadro analogo,quadro di legno,quadrato,dipinto
furnishings/fittings,quadro,quadro elettrico,affresco,dipinto,quadro di cartone,astratto,quadro dipinto,incisione,quadro nero,quadro nero,quadro a tavola,quadro a olio
furnishings/fittings,quadro,ritratto,ritratto,quadro di carta,quadro di legno,pop art,quadro di controllo,disegno,quadro piano,quadro dipinto,quadro di pittura,quadro di cucina
furnishings/fittings,quadro,dipinto,acquerello,quadro da soffitto,quadro di vetro,surrealista,quadro strumentale,affresco,quadro a tempera,quadro analogo,quadro a olio,quadro a pastello
furnishings/fittings,quadro,natura morta,disegno,quadro da stanza,quadro di famiglia,impressionista,quadro di bordo,fotografia,quadro a pastello,quadro a colori,cerchio,disegno
plants,quercia,leccio,quercus robur,quercia bianca,abetina,quercia bianca,quercia rossa,quercia rossa,quercia rossa,quercia bianca,quercia rossa,quercia rosso
plants,quercia,quercia secolare,roverella,quercia rossa,quercia di montagna,quercia sessile,quercia nera,quercia peduncolata,quercia bianca,quercia sessiliflora,quercia rosso,fagus
plants,quercia,rovere,quercus cerris,quercia di farnia,cipresso,quercia palustre,quercia bianca,quercia comune,quercia americana,quercia robur,quercia bianca,acero
hobbies,racchetta,racchetta da tennis,racchetta da tennis,racchetta da tennis,racchetta da tennis,racchetta da tennis,racchetta da tennis,racchetta da tennis,racchetta da tennis,racchetta da tennis,racchetta da tennis,racchetta da tennis
hobbies,racchetta,racchetta da padel,racchetta da squash,racchetta da squash,racchetta da squash,racchetta da beach tennis,racchetta da ping pong,racchetta da squash,racchetta da squash,racchetta da squash,tennis,tennis
hobbies,racchetta,racchetta da ping pong,racchetta da paddle,racchetta da tennis da tavolo,,racchetta da ping pong,racchetta da croquet,racchetta da sci,tennis,racchetta da cricket,racchetta da squash,racket
hobbies,racchetta,racchetta da badminton,racchetta da ping-pong,racchetta da tennis da spiaggia,,racchetta da squash,racchetta da squash,racchetta da padel,racchetta da tennis da tavolo,racchetta da ping pong,squash,squash
hobbies,racchetta,racchetta da volano,,racchetta da paddle,,racchetta da paddle,racchetta da pesca,racchetta da ping pong,racchetta da cricket,racchetta da tennis tavolo,pallavolley,racchetta da squash
stationery,righello,squadra,righello a triangolo,righello di carta,campana,righello in plastica,righello da disegno,righello da sarto,righello di legno,12,fork,12
stationery,righello,riga,righello flessibile,righello di plastica,righello di pietra,righello da sarto,righello a sfera,righello da scuola,rig,righello metrico,borsa,calce
stationery,righello,righello di plastica,righello curvo,righello di legno,campanello,righello da taglio,righello a punta,righello lineare,penna,regolo,cuffia,20
stationery,righello,goniometro,righello pieghevole,righello laser,sireno,righello digitale,righello a,righello da muratore,righello di plastica,proiettore,stradello,18
stationery,righello,righello di metallo,righello calibrato,righello ottico,righello di metallo,righello da disegno,righello magnetico,righello in legno,righello di metallo,quadrante,plate,15
housing buildings,ripostiglio,sgabuzzino,armadio,armadio,cassettone,armadio,armadio,armadio,armadio,scarpe,carta da lettere,camice
housing buildings,ripostiglio,sottoscala,dispensa,armadio a muro,cassa,cassettiera,cassettone,scaffale,cassaforte,t-shirt,carta,armadio
housing buildings,ripostiglio,ripostiglio per scope,magazzino,scaffale,armadio,portaombrelli,cassetta,scatola,armadietto,camicia,carta da posta,borsa
foods,riso,riso basmati,arborio,riso integrale,arborio,riso integrale,arborio,riso bianco,riso bianco,riso bianco,arborio,riso bianco
foods,riso,riso venere,baldo,riso sushi,riso integrale,riso parboiled,riso integrale,riso basmati,riso integrale,grano di riso,arancetto,riso nero
foods,riso,riso carnaroli,carnaroli,riso glutinoso,sushi,riso nero,riso parboiled,riso integrale,riso arborio,riso parboiled,aranci,arancio
foods,riso,riso integrale,basmati,riso arborio,risotto,riso venere,riso basmati,arborio,riso parboiled,riso integrale,arrozzo,arrozzo
foods,riso,riso arborio,jasmine,riso basmati,risotto alla pescatora,riso glutinoso,riso carnaroli,riso arborio,arborio,riso arborio,riso bianco,riso integrale
plants,rosa,rosa rossa,rosa damascena,rosa canina,,rosa canina,rosa fiorita,rosa tea,rosa rossa,fiore di rosa,ro,fiore
plants,rosa,rosa bianca,rosa centifolia,rosacee,,rosa rugosa,ro,rosa rossa,fiore,rosa rosa,rosa dei venti,fiori
plants,rosa,rosa canina,rosa gallica,rosa di gerusalemme,,rosa gallica,rosa di vetro,rosa gialla,fiori,fiore,rosa pallida,rosa rosso
plants,rosa,rosa gialla,rosa canina,rosa di damasco,,rosa centifolia,rosa colore,rosa fucsia,rosario,rosa rosa rosa,rosa rosa,foglia
plants,rosa,rosa antico,rosa moschata,rosa damascena,,rosa alba,rosa gemma,rosa bianca,rosa delle vette,rosa rosa rossa,rosa rosso,pistillo
plants,salice,salice piangente,salix alba,salice da calcio,salice di metallo,salix alba,salice comune,salice piangente,salice bianco,salice bianco,salice americano,acero
plants,salice,salice bianco,salice bianco,sal,salice da terra,salix caprea,abete bianco,pioppo tremulo,salice rosso,salice verde,salice arboreo,pioppo
plants,salice,salice nero,salice rosso,,salice da acqua,salix purpurea,salice blu,salice argenteo,salice nero,salice nero,acacia,abete
plants,salice,salice odoroso,salix pentandra,,,salix fragilis,salice piangente,salice rosso,salice comune,salice rosa,salice bianco,salice bianco
housing buildings,scala,scala a chiocciola,scala a chiocciola,scala a chiocciola,scala mobile,scala a chiocciola,scala a chiocciola,scala a chiocciola,scala a chiocciola,scala esterna,scala a scala,scala a pioli
housing buildings,scala,scala a pioli,scala mobile,scala a pioli,scala a chiocciola,scala a giorno,scala esterna,scala di sicurezza,scala rettangolare,scala di emergenza,scala a serpentina,scala verticale
housing buildings,scala,scala mobile,scala a pioli,scala a piattaforme,scala a piattaforma,scala a sbalzo,scala interna,scala a pioli,scala da salire,scala di accesso,scala 1,scala a gradini
housing buildings,scala,scala interna,scala elicoidale,scala a piattaforma,scala a spirale,scala a elica,scala elicoidale,scala mobile,scala retta,scala interna,scala a filo,stairway
housing buildings,scala,scaletta,scala a libro,scala a mano,scala fissa,scala a chiocciola elicoidale,scala rettangolare,scala esterna,scala di legno,scala di servizio,scala a ruote,scala mobile
clothes,scarpa,scarpa da ginnastica,stivale,scarpa da ginnastica,scarpa da ballo,stivaletto,sandalia,scarpa da ginnastica,scarpa da ginnastica,sandalo,scarpa da corsa,scarpa a punta
clothes,scarpa,scarpa col tacco,sandalo,scarpa da danza,scarpa da ginnastica,stivale da pioggia,stivali,scarpe da ginnastica,scarpa da corsa,pantofole,scarpa da calzare,stivali
clothes,scarpa,sneakers,ciabatta,scarpa da tennis,scarpa da neve,décolleté,sneaker,scarpa da calcio,scarpa da lavoro,boots,scarpa da sport,scarpa da tennis
clothes,scarpa,stivali,scarpa da ballo,scarpa da corsa,scarpa da sci,scarpa da ginnastica,allenamento,sandalo,scarpa da tennis,sandalino,scarpa da ginnastica,sandalia
clothes,scarpa,scarpa elegante,anfibio,stivaletto,scarpa da corsa,scarpa da corsa,scarpe da sci,stivale,scarpa da snowboard,loafer,scarpa da tennis,scarpa da gara
body parts,schiena,schiena dritta,schiena dritta,schiena alta,coda,colonna vertebrale,schiena umana,dorsale,schiena di legno,sfinge,cervicale,muro
