category,concept,human,llama-3.1-70b,llama-3.1-8b,llama-3.2-3b,mixtral-8x7b,mistral-7b,nemo-12b,llava-v1.6-mistral-7b,llava-v1.6-mistral-7b-img,idefics2-8b,idefics2-8b-img
furnishings/fittings,tenda,tenda da campeggio,tenda a rullo,tenda da bagno,tenda da cucina,tenda da sole,tenda da letto,tenda da campeggio,tenda da letto,tenda di tela,tenda da camping,tenda da camping
furnishings/fittings,tenda,tenda da sole,da campeggio,tenda da giardino,tenda da giardino,tenda da campeggio,tenda da campo,tenda da sole,tenda per la casa,tenda piena,tende da camper,tenda da riposo
furnishings/fittings,tenda,tenda per finestre,tenda da campeggio,tenda da sole,tenda da camera,tenda a pergola,tenda da camping,tenda da giardino,tenda da esposizione,tenda di camping,casa,tenda da camper
housing buildings,terrazzo,balcone,terrazzo alla veneziana,terrazzo in pietra,pavimento,terrazzo pensile,terrazzo antico,balcone,balcone,terrazzo esterno,cemento,pavimento
housing buildings,terrazzo,terrazzo coperto,terrazzo a sbalzo,travertino,piatto,terrazzo con piante,terrazzo in marmo,terrazzo in marmo,terrazzo a cassette,balcone,pavimento,terrazzo decorativo
housing buildings,terrazzo,terrazzo panoramico,terrazzo alla romana,marmo,pavimentazione,terrazzo a livello,terrazzo in pietra,terrazzo in cemento,piazza,terrazzo aperto,mosaico,pianoforte
body parts,testa,testa grande,testa umana,testa di cavallo,cranio,testa umana,testa umana,testa umana,capo,capo,testa umana,cervello
body parts,testa,testa ovale,testa di moro,testa di ponte,testa di pesce,testa di cavallo,testa di colonna,testa di un essere umano,cervello,testa di persona,cervello,faccia
body parts,testa,testa rotonda,testa di ponte,testa umana,testa di cavallo,testa di pesce,testa di bottiglia,capo,testa di legno,cefalo,testa capo,cranio
housing buildings,tetto,tetto spiovente,tetto a falde,tetto a capriata,tetto in legno,tetto piano,tetto in terracotta,tetto a due falde,tettoia,tettoia,tetto in legno,tetto di tegole
housing buildings,tetto,tetto piano,a doppia falda,tetto a due falde,tetto a piramide,tetto a padiglione,tetto in zinco,tetto piano,tettoia di vetro,tetto a capanna,tetto di cemento,tetto in cemento
housing buildings,tetto,tetto con tegole,tetto a quattro falde,tetto a piramide,tetto a punta,tetto a volta,tetto a falde piane,tetto a falda,tettoia di legno,pavimento,tetto di tegole,tetto in legno
animals,tigre,tigre bianca,tigre del bengala,tigre di sumatra,tigre del bengala,tigre del bengala,tigre indiana,tigre siberiana,tigre africana,tigris,tigre africana,tigre bengalese
animals,tigre,tigre del bengala,tigre di sumatra,tigre di bali,tigre del sud-est asiatico,tigre siberiana,tigre bianca,tigre del bengala,tigre siamese,tigre reale,tigre indiana,tigre asiatico
animals,tigre,tigre siberiana,tigre di amur,tigre asiatica,tigre del caspico,tigre di giava,tigre del bengala,tigre di sumatra,tigre indiana,logo,tigre americana,tigre bengala
animals,topo,topo di campagna,topo comune,topo domestico,formica,topo da laboratorio,topo domestico,topo campagnolo,topolino,topo domestico,topo domestico,ratto
animals,topo,topo ragno,topo domestico,topo di laboratorio,topo di terra,topo toporagno,topo d'acqua,topo dei granai,ratto,topo di cartone,rodent,ratti
animals,topo,pantegana,topo da laboratorio,topo muschiato,formichiere,topo domestico,topo canguro,topo delle risaie,topo selvatico,topolino,ratto,rats
vehicles,traghetto,traghetto a vapore,traghetto a catena,traghetto da carico,traghetto a motore,traghetto passeggeri,traghetto a vela,traghetto passeggeri,traghetto a vapore,passeggero,traghetto a vapore,traghetto a vapore
vehicles,traghetto,aliscafo,traghetto a cavo,traghetto passeggeri,traghetto a motoscafo,traghetto ro-ro,traghetto a remi,traghetto veloce,traghetto a batteria,nave traghetto,traghetti a vapore,traghettoboat
vehicles,traghetto,traghetto turistico,traghetto a fune,traghetto da pesca,traghetto a remi,traghetto ad alta velocità,traghetto a vapore,traghetto notturno,traghetto ferroviario,ferry,traghettiera,traghetti a vapore
vehicles,tram,tram elettrico,tram storico,tram a cavalli,autobus,tram a pianale ribassato,tramway,tram a cavalli,tram aereo,tramway,azienda,tranvia
vehicles,tram,tram su rotaie,tram a cavalli,tram elettrico,tram a trazione elettrica,tram articolato,tram-bus,tram a cavo,tranvia,trolley,tram a vapore,tramvia
vehicles,tram,tram merci,tram snodato,tram a vapore,treno,tram a trazione elettrica,tram elettrico,tram a benzina,tram urbani,tramvia,tramvagni,metro
vehicles,trattore,trattore standard,trattore agricolo,trattore agricolo,trattore agricolo,trattore agricolo,trattore a ruote,trattore a ruote,trattore agricolo,trattore agricolo,trattore agricolo,trattore a motore
vehicles,trattore,trattore agricolo,trattore cingolato,trattore forestale,trattore di pompaggio,trattore compatto,trattore da costruzione,trattore per l'agricoltura,trattore di legno,trattore di lavoro,trattore a benzina,trattore agricolo
vehicles,trattore,trattore cingolato,trattore a ruote,trattore d'altura,trattore per il giardino,trattore a braccio,scavatore,trattore a due ruote motrici,trattore di lavoro,trattore da lavoro da campo,trattore a vapore,trattore a scoppio
vehicles,treno,treno regionale,locomotiva,treno a vapore,treno a vapore,treno a vapore,locomotiva,locomotiva,locomotiva,locomotiva,treno passeggeri,treno passeggeri
vehicles,treno,treno ad alta velocità,regionale,treno ad alta velocità,frecciarossa,treno diesel,treno intercity,treno suburbano,tranvia,metro,treno a vapore,treno a vapore
vehicles,treno,treno a vapore,pendolino,treno elettrico,treno ferroviario,treno elettrico,treno cisterna,treno regionale,treno regionale,carro,treno espresso,ferrovia
plants,tulipano,tulipano rosso,tulipano darwin,tulipano gigante,tulipano d'inghilterra,tulipa clusiana,tulipano rosso,tulipano nero,tulipano rosso,fiore di tulipano,tulipano rosso,
plants,tulipano,tulipano giallo,tulipano viridiflora,tulipano fiorente,tulipano di cipresso,tulipano di darwin,tulipano fiorito,tulipano rosso,tulipano comune,tulipano giallo,tulipano albo,
plants,tulipano,tulipano bianco,tulipano darwino,tul,tulipano bianco,tulipa greigii,tulipano selvatico,tulipano giallo,tulipano bianco,tulipano rosso,tulipane,
plants,ulivo,frantoio,ulivo da olio,ulivo domestico,frutto,ulmus minor,albero di ulivo,ulivo selvatico,olivo,pianta,olio extra vergine,albero
plants,ulivo,ulivo leccino,ulivo ornamentale,ulivo comune,ulivo comune,quercus suber,oliveto,ulivo domestico,olio di olivo,ulivo con tronco,olio d'olivo extra vergine,olivo
plants,ulivo,maurino,ulivo selvatico,ulivo di toscana,ulivo nero,olea europaea,frantoio,ulivo centenario,olivastro,tronco,arboreo,azienda agricola
foods,uovo,uovo di gallina,uovo di gallina,uovo di quaglia,uovo di gallina,uovo di gallina,uovo di gallina,uovo di gallina,uovo di pollo,uovo di pollo,uovo di gallina,uovo di gallina
foods,uovo,uovo sodo,uovo di anatra,uovo di gallina,uovo di pavone,uovo di rana,uovo di struzzo,uovo di struzzo,uovo di uccello,uovo di uccello,uovo di oca,uovo di pollo
foods,uovo,uovo di struzzo,uovo di oca,uovo di tacchino,uovo di tartaruga,uovo di tartaruga,uovo di oca,uovo di tartaruga,uovo di rettile,uovo di pesce,uovo uovo,uovo uccello
furnishings/fittings,vaso,vaso di ceramica,vaso di fiori,vaso da fiori,vaso da notte,vaso da fiori,vaso da birra,vaso da fiori,tazza,vase,bicchiere,vase
furnishings/fittings,vaso,vaso di terracotta,vaso di rame,vaso da notte,vaso da fiori,vaso da frutta,vaso da fiori,vaso di terracotta,coppa,vaso di vetro,tazza,jar
furnishings/fittings,vaso,vaso da notte,vaso di cristallo,vaso da liquidi,bicchiere,vaso di terracotta,vaso da cibo,vaso cinese,vase,vaso di ceramica,jar,vases
foods,verdura,zucchina,spinaci,spinaci,carote,lattuga,carota,broccoli,broccoli,broccoli,carota,cipolla
foods,verdura,carota,asparago,melanzane,patate,piselli,carote,cavolo,cipolle,zucchero,cipolla,broccoli
foods,verdura,spinaci,sedano,asparagi,melanzane,cavolfiore,pomodoro,cavolfiore,cetriolo,cipolla,broccoli,melanzana
hobbies,videogioco,videogioco di sport,avventura,fortnite,action,azione,adventure game,sparatutto,console,joystick,action,console
hobbies,videogioco,videogioco di azione,sparatutto,fifa,arcade,platformer,action game,survival,playstation,giocatore,adventure,nintendo switch
hobbies,videogioco,videogioco di simulazione,picchiaduro,league of legends,console,horror,platformer,avventura,console di gioco,gamepad,videogioco d'azione,playstation
furnishings/fittings,vite,vite a testa tonda,vite a testa svasata,vite da parete,vite da tavola,vite a testa esagonale,vite d'ancora,vite a testa esagonale,vite di legno,vite di plastica,uva,vite a spirale
furnishings/fittings,vite,vite a stella,vite a testa piatta,vite a passo lungo,vite da vino,vite a testa svasata,vite di trasmissione,vite per legno,vite colate,vite di carta,uva nero d'italia,vite a testa rotante
furnishings/fittings,vite,vite a testa cilindrica,vite a testa cilindrica,viti a testa quadrata,chianti,vite a testa bombata,vite d'ancoraggio,vite per metallo,vite di vetro,vite di foratura,uva bianca,vite perforata
