category,category_ita,concept,concept_exemplar,exemplar,count,min_rank,max_rank,mean_rank,first_occurrence,dominance,participant_concept,availability,asb_freq
body parts,parti del corpo,spalla,SPALLA_spalla dislocata,dislocata,1,2,2,2.0,0.0,1.0,1,0.10026,
body parts,parti del corpo,spalla,SPALLA_spalla dolorante,dolorante,1,3,3,3.0,0.0,1.0,1,0.10026,
body parts,parti del corpo,spalla,SPALLA_spalla lussata,lussata,1,4,4,4.0,0.0,1.0,1,0.10026,
body parts,parti del corpo,spalla,SPALLA_spalla rotatoria,rotatoria,1,5,5,5.0,0.0,1.0,1,0.10026,
body parts,parti del corpo,spalla,SPALLA_spalla sporgente,sporgente,1,6,6,6.0,0.0,1.0,1,0.10026,
body parts,parti del corpo,spalla,SPALLA_spalla con tendinite,con tendinite,1,7,7,7.0,0.0,1.0,1,0.10026,
body parts,parti del corpo,spalla,SPALLA_spalla bursite,bursite,1,8,8,8.0,0.0,1.0,1,0.10026,
body parts,parti del corpo,spalla,SPALLA_spalla fratturata,fratturata,1,9,9,9.0,0.0,1.0,1,0.10026,
body parts,parti del corpo,spalla,SPALLA_spalla scoliosi,scoliosi,1,10,10,10.0,0.0,1.0,1,0.10026,17278.0
body parts,parti del corpo,spalla,SPALLA_spalla benda,benda,1,11,11,11.0,0.0,1.0,1,0.10026,
body parts,parti del corpo,spalla,SPALLA_spalla imbottita,imbottita,1,12,12,12.0,0.0,1.0,1,0.10026,17503.0
body parts,parti del corpo,spalla,SPALLA_spalla artrosi,artrosi,1,13,13,13.0,0.0,1.0,1,0.10026,
body parts,parti del corpo,spalla,SPALLA_spalla instabile,instabile,1,14,14,14.0,0.0,1.0,1,0.10026,
body parts,parti del corpo,spalla,SPALLA_spalla rigida,rigida,1,15,15,15.0,0.0,1.0,1,0.10026,
body parts,parti del corpo,spalla,SPALLA_spalla slogata,slogata,1,16,16,16.0,0.0,1.0,1,0.10026,
body parts,parti del corpo,spalla,SPALLA_spalla infiammata,infiammata,1,17,17,17.0,0.0,1.0,1,0.10026,
body parts,parti del corpo,spalla,SPALLA_spalla lussazione recidivante,lussazione recidivante,1,18,18,18.0,0.0,1.0,1,0.10026,
body parts,parti del corpo,spalla,SPALLA_spalla dolore notturno,dolore notturno,1,19,19,19.0,0.0,1.0,1,0.10026,
body parts,parti del corpo,spalla,SPALLA_spalla debole,debole,1,20,20,20.0,0.0,1.0,1,0.10026,
furnishings/fittings,arredamenti/accessori,specchio,SPECCHIO_specchio da trucco,da trucco,1,1,1,1.0,1.0,1.0,1,1.0,25.0
furnishings/fittings,arredamenti/accessori,specchio,SPECCHIO_specchio da bagno,da bagno,1,2,2,2.0,0.0,1.0,1,0.10026,27.0
furnishings/fittings,arredamenti/accessori,specchio,SPECCHIO_specchio a figura intera,a figura intera,1,3,3,3.0,0.0,1.0,1,0.10026,30.0
furnishings/fittings,arredamenti/accessori,specchio,SPECCHIO_specchio da tavolo,da tavolo,1,4,4,4.0,0.0,1.0,1,0.10026,46.0
furnishings/fittings,arredamenti/accessori,specchio,SPECCHIO_specchio da parete,da parete,1,5,5,5.0,0.0,1.0,1,0.10026,435.0
furnishings/fittings,arredamenti/accessori,specchio,SPECCHIO_specchio da collo,da collo,1,6,6,6.0,0.0,1.0,1,0.10026,
furnishings/fittings,arredamenti/accessori,specchio,SPECCHIO_specchio convesso,convesso,1,7,7,7.0,0.0,1.0,1,0.10026,18693.0
furnishings/fittings,arredamenti/accessori,specchio,SPECCHIO_specchio concavo,concavo,1,8,8,8.0,0.0,1.0,1,0.10026,18955.0
furnishings/fittings,arredamenti/accessori,specchio,SPECCHIO_specchio con luce,con luce,1,9,9,9.0,0.0,1.0,1,0.10026,
furnishings/fittings,arredamenti/accessori,specchio,SPECCHIO_specchio senza cornice,senza cornice,1,10,10,10.0,0.0,1.0,1,0.10026,279.0
furnishings/fittings,arredamenti/accessori,specchio,SPECCHIO_specchio antico,antico,1,11,11,11.0,0.0,1.0,1,0.10026,23202.0
furnishings/fittings,arredamenti/accessori,specchio,SPECCHIO_specchio moderno,moderno,1,12,12,12.0,0.0,1.0,1,0.10026,22661.0
furnishings/fittings,arredamenti/accessori,specchio,SPECCHIO_specchio di design,di design,1,13,13,13.0,0.0,1.0,1,0.10026,231.0
furnishings/fittings,arredamenti/accessori,specchio,SPECCHIO_specchio di sicurezza,di sicurezza,1,14,14,14.0,0.0,1.0,1,0.10026,87.0
furnishings/fittings,arredamenti/accessori,specchio,SPECCHIO_specchio retrovisore,retrovisore,1,15,15,15.0,0.0,1.0,1,0.10026,19486.0
furnishings/fittings,arredamenti/accessori,specchio,SPECCHIO_specchio per auto,per auto,1,16,16,16.0,0.0,1.0,1,0.10026,412.0
furnishings/fittings,arredamenti/accessori,specchio,SPECCHIO_specchio per camion,per camion,1,17,17,17.0,0.0,1.0,1,0.10026,
furnishings/fittings,arredamenti/accessori,specchio,SPECCHIO_specchio per bicicletta,per bicicletta,1,18,18,18.0,0.0,1.0,1,0.10026,
furnishings/fittings,arredamenti/accessori,specchio,SPECCHIO_specchio per neonati,per neonati,1,19,19,19.0,0.0,1.0,1,0.10026,
furnishings/fittings,arredamenti/accessori,specchio,SPECCHIO_specchio per animali domestici,per animali domestici,1,20,20,20.0,0.0,1.0,1,0.10026,
stationery,cancelleria,spillatrice,SPILLATRICE_spillatrice da birra,da birra,1,1,1,1.0,1.0,1.0,1,1.0,42.0
stationery,cancelleria,spillatrice,SPILLATRICE_spillatrice da vino,da vino,1,2,2,2.0,0.0,1.0,1,0.10026,242.0
stationery,cancelleria,spillatrice,SPILLATRICE_spillatrice da soda,da soda,1,3,3,3.0,0.0,1.0,1,0.10026,
stationery,cancelleria,spillatrice,SPILLATRICE_spillatrice da keg,da keg,1,4,4,4.0,0.0,1.0,1,0.10026,
stationery,cancelleria,spillatrice,SPILLATRICE_spillatrice portatile,portatile,1,5,5,5.0,0.0,1.0,1,0.10026,33738.0
stationery,cancelleria,spillatrice,SPILLATRICE_spillatrice a pompa,a pompa,1,6,6,6.0,0.0,1.0,1,0.10026,
stationery,cancelleria,spillatrice,SPILLATRICE_spillatrice a gas,a gas,1,7,7,7.0,0.0,1.0,1,0.10026,959.0
stationery,cancelleria,spillatrice,SPILLATRICE_spillatrice elettronica,elettronica,1,8,8,8.0,0.0,1.0,1,0.10026,26217.0
stationery,cancelleria,spillatrice,SPILLATRICE_spillatrice a pistone,a pistone,1,9,9,9.0,0.0,1.0,1,0.10026,
stationery,cancelleria,spillatrice,SPILLATRICE_spillatrice professionale,professionale,1,10,10,10.0,0.0,1.0,1,0.10026,18210.0
stationery,cancelleria,spillatrice,SPILLATRICE_spillatrice casalinga,casalinga,1,11,11,11.0,0.0,1.0,1,0.10026,
stationery,cancelleria,spillatrice,SPILLATRICE_spillatrice da tavolo,da tavolo,1,12,12,12.0,0.0,1.0,1,0.10026,46.0
stationery,cancelleria,spillatrice,SPILLATRICE_spillatrice da pavimento,da pavimento,1,13,13,13.0,0.0,1.0,1,0.10026,76.0
stationery,cancelleria,spillatrice,SPILLATRICE_spillatrice per uso commerciale,per uso commerciale,1,14,14,14.0,0.0,1.0,1,0.10026,
stationery,cancelleria,spillatrice,SPILLATRICE_spillatrice per uso domestico,per uso domestico,1,15,15,15.0,0.0,1.0,1,0.10026,
stationery,cancelleria,spillatrice,SPILLATRICE_spillatrice per birra artigianale,per birra artigianale,1,16,16,16.0,0.0,1.0,1,0.10026,
stationery,cancelleria,spillatrice,SPILLATRICE_spillatrice per birra in fusto,per birra in fusto,1,17,17,17.0,0.0,1.0,1,0.10026,
stationery,cancelleria,spillatrice,SPILLATRICE_spillatrice per bir,per bir,1,18,18,18.0,0.0,1.0,1,0.10026,
clothes,vestiti,t-shirt,T-SHIRT_t-shirt a maniche corte,a maniche corte,1,1,1,1.0,1.0,1.0,1,1.0,30.0
clothes,vestiti,t-shirt,T-SHIRT_t-shirt a maniche lunghe,a maniche lunghe,1,2,2,2.0,0.0,1.0,1,0.10026,33.0
clothes,vestiti,t-shirt,T-SHIRT_t-shirt senza maniche,senza maniche,1,3,3,3.0,0.0,1.0,1,0.10026,455.0
clothes,vestiti,t-shirt,T-SHIRT_t-shirt premaman,premaman,1,4,4,4.0,0.0,1.0,1,0.10026,5046.0
clothes,vestiti,t-shirt,T-SHIRT_t-shirt da notte,da notte,1,5,5,5.0,0.0,1.0,1,0.10026,157.0
clothes,vestiti,t-shirt,T-SHIRT_t-shirt da lavoro,da lavoro,1,6,6,6.0,0.0,1.0,1,0.10026,47.0
clothes,vestiti,t-shirt,T-SHIRT_t-shirt termica,termica,1,7,7,7.0,0.0,1.0,1,0.10026,15945.0
clothes,vestiti,t-shirt,T-SHIRT_t-shirt muscolare,muscolare,1,8,8,8.0,0.0,1.0,1,0.10026,17655.0
clothes,vestiti,t-shirt,T-SHIRT_t-shirt da running,da running,1,9,9,9.0,0.0,1.0,1,0.10026,92.0
clothes,vestiti,t-shirt,T-SHIRT_t-shirt da yoga,da yoga,1,10,10,10.0,0.0,1.0,1,0.10026,67.0
clothes,vestiti,t-shirt,T-SHIRT_t-shirt bianca,bianca,1,11,11,11.0,0.0,1.0,1,0.10026,32255.0
clothes,vestiti,t-shirt,T-SHIRT_t-shirt nera,nera,1,12,12,12.0,0.0,1.0,1,0.10026,27317.0
clothes,vestiti,t-shirt,T-SHIRT_t-shirt a righe,a righe,1,13,13,13.0,0.0,1.0,1,0.10026,144.0
clothes,vestiti,t-shirt,T-SHIRT_t-shirt a quadri,a quadri,1,14,14,14.0,0.0,1.0,1,0.10026,45.0
clothes,vestiti,t-shirt,T-SHIRT_t-shirt con scollo a v,con scollo a v,1,15,15,15.0,0.0,1.0,1,0.10026,25.0
clothes,vestiti,t-shirt,T-SHIRT_t-shirt con scollo tondo,con scollo tondo,1,16,16,16.0,0.0,1.0,1,0.10026,
clothes,vestiti,t-shirt,T-SHIRT_t-shirt con stampa,con stampa,1,17,17,17.0,0.0,1.0,1,0.10026,344.0
clothes,vestiti,t-shirt,T-SHIRT_t-shirt sostenibile,sostenibile,1,18,18,18.0,0.0,1.0,1,0.10026,19529.0
clothes,vestiti,t-shirt,T-SHIRT_t-shirt vintage,vintage,1,19,19,19.0,0.0,1.0,1,0.10026,19222.0
clothes,vestiti,t-shirt,T-SHIRT_t,t,1,20,20,20.0,0.0,1.0,1,0.10026,49032.0
stationery,cancelleria,taccuino,TACCUINO_taccuino a spirale,a spirale,1,1,1,1.0,1.0,1.0,1,1.0,253.0
stationery,cancelleria,taccuino,TACCUINO_taccuino rilegato,rilegato,1,2,2,2.0,0.0,1.0,1,0.10026,
stationery,cancelleria,taccuino,TACCUINO_taccuino da viaggio,da viaggio,1,3,3,3.0,0.0,1.0,1,0.10026,391.0
stationery,cancelleria,taccuino,TACCUINO_taccuino con copertina rigida,con copertina rigida,1,4,4,4.0,0.0,1.0,1,0.10026,57.0
stationery,cancelleria,taccuino,TACCUINO_taccuino con copertina morbida,con copertina morbida,1,5,5,5.0,0.0,1.0,1,0.10026,26.0
stationery,cancelleria,taccuino,TACCUINO_taccuino a quadretti,a quadretti,1,6,6,6.0,0.0,1.0,1,0.10026,87.0
stationery,cancelleria,taccuino,TACCUINO_taccuino a righe,a righe,1,7,7,7.0,0.0,1.0,1,0.10026,144.0
stationery,cancelleria,taccuino,TACCUINO_taccuino bianco,bianco,1,8,8,8.0,0.0,1.0,1,0.10026,2759185.0
stationery,cancelleria,taccuino,TACCUINO_taccuino giornaliero,giornaliero,1,9,9,9.0,0.0,1.0,1,0.10026,36560.0
stationery,cancelleria,taccuino,TACCUINO_taccuino di idee,di idee,1,10,10,10.0,0.0,1.0,1,0.10026,
stationery,cancelleria,taccuino,TACCUINO_taccuino di appunti,di appunti,1,11,11,11.0,0.0,1.0,1,0.10026,
stationery,cancelleria,taccuino,TACCUINO_taccuino di sketching,di sketching,1,12,12,12.0,0.0,1.0,1,0.10026,
stationery,cancelleria,taccuino,TACCUINO_taccuino di pianificazione,di pianificazione,1,13,13,13.0,0.0,1.0,1,0.10026,
stationery,cancelleria,taccuino,TACCUINO_taccuino di contabilità,di contabilità,1,14,14,14.0,0.0,1.0,1,0.10026,
stationery,cancelleria,taccuino,TACCUINO_taccuino di esercizi,di esercizi,1,15,15,15.0,0.0,1.0,1,0.10026,
stationery,cancelleria,taccuino,TACCUINO_taccuino di ricerca,di ricerca,1,16,16,16.0,0.0,1.0,1,0.10026,
kitchenware,utensili da cucina,tagliere,TAGLIERE_tagliere in legno,in legno,1,1,1,1.0,1.0,1.0,1,1.0,210.0
kitchenware,utensili da cucina,tagliere,TAGLIERE_tagliere in plastica,in plastica,1,2,2,2.0,0.0,1.0,1,0.10026,952.0
kitchenware,utensili da cucina,tagliere,TAGLIERE_tagliere in vetro,in vetro,1,3,3,3.0,0.0,1.0,1,0.10026,637.0
kitchenware,utensili da cucina,tagliere,TAGLIERE_tagliere in marmo,in marmo,1,4,4,4.0,0.0,1.0,1,0.10026,28.0
kitchenware,utensili da cucina,tagliere,TAGLIERE_tagliere in bambù,in bambù,1,5,5,5.0,0.0,1.0,1,0.10026,
kitchenware,utensili da cucina,tagliere,TAGLIERE_tagliere con alloggiamento per coltelli,con alloggiamento per coltelli,1,6,6,6.0,0.0,1.0,1,0.10026,
kitchenware,utensili da cucina,tagliere,TAGLIERE_tagliere rotondo,rotondo,1,7,7,7.0,0.0,1.0,1,0.10026,19736.0
kitchenware,utensili da cucina,tagliere,TAGLIERE_tagliere rettangolare,rettangolare,1,8,8,8.0,0.0,1.0,1,0.10026,14913.0
kitchenware,utensili da cucina,tagliere,TAGLIERE_tagliere quadrato,quadrato,1,9,9,9.0,0.0,1.0,1,0.10026,24245.0
kitchenware,utensili da cucina,tagliere,TAGLIERE_tagliere pieghevole,pieghevole,1,10,10,10.0,0.0,1.0,1,0.10026,18863.0
kitchenware,utensili da cucina,tagliere,TAGLIERE_tagliere da viaggio,da viaggio,1,11,11,11.0,0.0,1.0,1,0.10026,391.0
kitchenware,utensili da cucina,tagliere,TAGLIERE_tagliere da formaggio,da formaggio,1,12,12,12.0,0.0,1.0,1,0.10026,33.0
kitchenware,utensili da cucina,tagliere,TAGLIERE_tagliere da sushi,da sushi,1,13,13,13.0,0.0,1.0,1,0.10026,34.0
kitchenware,utensili da cucina,tagliere,TAGLIERE_tagliere da banco,da banco,1,14,14,14.0,0.0,1.0,1,0.10026,
kitchenware,utensili da cucina,tagliere,TAGLIERE_tagliere professionale,professionale,1,15,15,15.0,0.0,1.0,1,0.10026,18210.0
kitchenware,utensili da cucina,tagliere,TAGLIERE_tagliere per bambini,per bambini,1,16,16,16.0,0.0,1.0,1,0.10026,73.0
kitchenware,utensili da cucina,tagliere,TAGLIERE_tagliere con manico,con manico,1,17,17,17.0,0.0,1.0,1,0.10026,
kitchenware,utensili da cucina,tagliere,TAGLIERE_tagliere con righello integrato,con righello integrato,1,18,18,18.0,0.0,1.0,1,0.10026,
kitchenware,utensili da cucina,tagliere,TAGLIERE_tagli,tagli,1,19,19,19.0,0.0,1.0,1,0.10026,20988.0
furnishings/fittings,arredamenti/accessori,tappeto,TAPPETO_tappeto persiano,persiano,1,1,1,1.0,1.0,1.0,1,1.0,98233.0
furnishings/fittings,arredamenti/accessori,tappeto,TAPPETO_tappeto turco,turco,1,2,2,2.0,0.0,1.0,1,0.10026,19100.0
furnishings/fittings,arredamenti/accessori,tappeto,TAPPETO_tappeto kilim,kilim,1,3,3,3.0,0.0,1.0,1,0.10026,1628.0
furnishings/fittings,arredamenti/accessori,tappeto,TAPPETO_tappeto shag,shag,1,4,4,4.0,0.0,1.0,1,0.10026,
furnishings/fittings,arredamenti/accessori,tappeto,TAPPETO_tappeto berbero,berbero,1,5,5,5.0,0.0,1.0,1,0.10026,17728.0
furnishings/fittings,arredamenti/accessori,tappeto,TAPPETO_tappeto orientale,orientale,1,6,6,6.0,0.0,1.0,1,0.10026,18237.0
furnishings/fittings,arredamenti/accessori,tappeto,TAPPETO_tappeto moderno,moderno,1,7,7,7.0,0.0,1.0,1,0.10026,22661.0
furnishings/fittings,arredamenti/accessori,tappeto,TAPPETO_tappeto di design,di design,1,8,8,8.0,0.0,1.0,1,0.10026,231.0
furnishings/fittings,arredamenti/accessori,tappeto,TAPPETO_tappeto a pelo corto,a pelo corto,1,9,9,9.0,0.0,1.0,1,0.10026,30.0
furnishings/fittings,arredamenti/accessori,tappeto,TAPPETO_tappeto a pelo lungo,a pelo lungo,1,10,10,10.0,0.0,1.0,1,0.10026,47.0
furnishings/fittings,arredamenti/accessori,tappeto,TAPPETO_tappeto di lusso,di lusso,1,11,11,11.0,0.0,1.0,1,0.10026,461.0
furnishings/fittings,arredamenti/accessori,tappeto,TAPPETO_tappeto per bambini,per bambini,1,12,12,12.0,0.0,1.0,1,0.10026,73.0
furnishings/fittings,arredamenti/accessori,tappeto,TAPPETO_tappeto da preghiera,da preghiera,1,13,13,13.0,0.0,1.0,1,0.10026,
furnishings/fittings,arredamenti/accessori,tappeto,TAPPETO_tappeto da soggiorno,da soggiorno,1,14,14,14.0,0.0,1.0,1,0.10026,727.0
furnishings/fittings,arredamenti/accessori,tappeto,TAPPETO_tappeto da camera da letto,da camera da letto,1,15,15,15.0,0.0,1.0,1,0.10026,27.0
furnishings/fittings,arredamenti/accessori,tappeto,TAPPETO_tappeto da cucina,da cucina,1,16,16,16.0,0.0,1.0,1,0.10026,27.0
furnishings/fittings,arredamenti/accessori,tappeto,TAPPETO_tappeto da bagno,da bagno,1,17,17,17.0,0.0,1.0,1,0.10026,27.0
furnishings/fittings,arredamenti/accessori,tappeto,TAPPETO_tappeto da ufficio,da ufficio,1,18,18,18.0,0.0,1.0,1,0.10026,80.0
furnishings/fittings,arredamenti/accessori,tappeto,TAPPETO_tappeto da esterno,da esterno,1,19,19,19.0,0.0,1.0,1,0.10026,602.0
furnishings/fittings,arredamenti/accessori,tappeto,TAPPETO_tapp,tapp,1,20,20,20.0,0.0,1.0,1,0.10026,960.0
furniture,mobili,tavolo,TAVOLO_tavolo da pranzo,da pranzo,1,1,1,1.0,1.0,1.0,1,1.0,1337.0
furniture,mobili,tavolo,TAVOLO_tavolo da cucina,da cucina,1,2,2,2.0,0.0,1.0,1,0.10026,27.0
furniture,mobili,tavolo,TAVOLO_tavolo da salotto,da salotto,1,3,3,3.0,0.0,1.0,1,0.10026,166.0
furniture,mobili,tavolo,TAVOLO_tavolo da giardino,da giardino,1,4,4,4.0,0.0,1.0,1,0.10026,1072.0
furniture,mobili,tavolo,TAVOLO_tavolo da biliardo,da biliardo,1,5,5,5.0,0.0,1.0,1,0.10026,
furniture,mobili,tavolo,TAVOLO_tavolo operatorio,operatorio,1,6,6,6.0,0.0,1.0,1,0.10026,
furniture,mobili,tavolo,TAVOLO_tavolo da disegno,da disegno,1,7,7,7.0,0.0,1.0,1,0.10026,229.0
furniture,mobili,tavolo,TAVOLO_tavolo da conferenza,da conferenza,1,8,8,8.0,0.0,1.0,1,0.10026,
furniture,mobili,tavolo,TAVOLO_tavolo da banco,da banco,1,9,9,9.0,0.0,1.0,1,0.10026,
furniture,mobili,tavolo,TAVOLO_tavolo da poker,da poker,1,10,10,10.0,0.0,1.0,1,0.10026,
furniture,mobili,tavolo,TAVOLO_tavolo da trucco,da trucco,1,11,11,11.0,0.0,1.0,1,0.10026,25.0
furniture,mobili,tavolo,TAVOLO_tavolo da computer,da computer,1,12,12,12.0,0.0,1.0,1,0.10026,
furniture,mobili,tavolo,TAVOLO_tavolo da buffet,da buffet,1,13,13,13.0,0.0,1.0,1,0.10026,
furniture,mobili,tavolo,TAVOLO_tavolo da lavoro,da lavoro,1,14,14,14.0,0.0,1.0,1,0.10026,47.0
furniture,mobili,tavolo,TAVOLO_tavolo da caffè,da caffè,1,15,15,15.0,0.0,1.0,1,0.10026,454.0
furniture,mobili,tavolo,TAVOLO_tavolo da notte,da notte,1,16,16,16.0,0.0,1.0,1,0.10026,157.0
furniture,mobili,tavolo,TAVOLO_tavolo pieghevole,pieghevole,1,17,17,17.0,0.0,1.0,1,0.10026,18863.0
furniture,mobili,tavolo,TAVOLO_tavolo da bistrot,da bistrot,1,18,18,18.0,0.0,1.0,1,0.10026,
furniture,mobili,tavolo,TAVOLO_tavolo da tennis da,da tennis da,1,19,19,19.0,0.0,1.0,1,0.10026,
kitchenware,utensili da cucina,teglia,TEGLIA_teglia da forno,da forno,1,1,1,1.0,1.0,1.0,1,1.0,24.0
kitchenware,utensili da cucina,teglia,TEGLIA_teglia per muffin,per muffin,1,2,2,2.0,0.0,1.0,1,0.10026,
kitchenware,utensili da cucina,teglia,TEGLIA_teglia per tartine,per tartine,1,3,3,3.0,0.0,1.0,1,0.10026,
kitchenware,utensili da cucina,teglia,TEGLIA_teglia per pizza,per pizza,1,4,4,4.0,0.0,1.0,1,0.10026,
kitchenware,utensili da cucina,teglia,TEGLIA_teglia per lasagne,per lasagne,1,5,5,5.0,0.0,1.0,1,0.10026,
kitchenware,utensili da cucina,teglia,TEGLIA_teglia per quiche,per quiche,1,6,6,6.0,0.0,1.0,1,0.10026,
kitchenware,utensili da cucina,teglia,TEGLIA_teglia per torte,per torte,1,7,7,7.0,0.0,1.0,1,0.10026,
kitchenware,utensili da cucina,teglia,TEGLIA_teglia per biscotti,per biscotti,1,8,8,8.0,0.0,1.0,1,0.10026,
kitchenware,utensili da cucina,teglia,TEGLIA_teglia per ciambelle,per ciambelle,1,9,9,9.0,0.0,1.0,1,0.10026,
kitchenware,utensili da cucina,teglia,TEGLIA_teglia per crostate,per crostate,1,10,10,10.0,0.0,1.0,1,0.10026,
kitchenware,utensili da cucina,teglia,TEGLIA_teglia per pasticcini,per pasticcini,1,11,11,11.0,0.0,1.0,1,0.10026,
kitchenware,utensili da cucina,teglia,TEGLIA_teglia per cannoli,per cannoli,1,12,12,12.0,0.0,1.0,1,0.10026,
kitchenware,utensili da cucina,teglia,TEGLIA_teglia per timballi,per timballi,1,13,13,13.0,0.0,1.0,1,0.10026,
kitchenware,utensili da cucina,teglia,TEGLIA_teglia per sformati,per sformati,1,14,14,14.0,0.0,1.0,1,0.10026,
kitchenware,utensili da cucina,teglia,TEGLIA_teglia per gratin,per gratin,1,15,15,15.0,0.0,1.0,1,0.10026,
kitchenware,utensili da cucina,teglia,TEGLIA_teglia per arrosto,per arrosto,1,16,16,16.0,0.0,1.0,1,0.10026,
kitchenware,utensili da cucina,teglia,TEGLIA_teglia per verdure,per verdure,1,17,17,17.0,0.0,1.0,1,0.10026,
kitchenware,utensili da cucina,teglia,TEGLIA_teglia per pesce,per pesce,1,18,18,18.0,0.0,1.0,1,0.10026,51.0
kitchenware,utensili da cucina,teglia,TEGLIA_teglia per carne,per carne,1,19,19,19.0,0.0,1.0,1,0.10026,50.0
hobbies,passatempi,televisione,TELEVISIONE_televisore al plasma,televisore al plasma,1,1,1,1.0,1.0,1.0,1,1.0,32.0
hobbies,passatempi,televisione,TELEVISIONE_televisore a cristalli liquidi,televisore a cristalli liquidi,1,2,2,2.0,0.0,1.0,1,0.10026,21.0
hobbies,passatempi,televisione,TELEVISIONE_televisore al led,televisore al led,1,3,3,3.0,0.0,1.0,1,0.10026,15.0
hobbies,passatempi,televisione,TELEVISIONE_televisore oled,televisore oled,1,4,4,4.0,0.0,1.0,1,0.10026,66.0
hobbies,passatempi,televisione,TELEVISIONE_smart tv,smart tv,1,5,5,5.0,0.0,1.0,1,0.10026,1032.0
hobbies,passatempi,televisione,TELEVISIONE_televisore al plasma 3d,televisore al plasma 3d,1,6,6,6.0,0.0,1.0,1,0.10026,
hobbies,passatempi,televisione,TELEVISIONE_televisore led 3d,televisore led 3d,1,7,7,7.0,0.0,1.0,1,0.10026,
hobbies,passatempi,televisione,TELEVISIONE_televisore oled 3d,televisore oled 3d,1,8,8,8.0,0.0,1.0,1,0.10026,
hobbies,passatempi,televisione,TELEVISIONE_proiettore,proiettore,1,9,9,9.0,0.0,1.0,1,0.10026,38520.0
hobbies,passatempi,televisione,TELEVISIONE_monitor per computer,monitor per computer,1,10,10,10.0,0.0,1.0,1,0.10026,
hobbies,passatempi,televisione,TELEVISIONE_televisore portatile,televisore portatile,1,11,11,11.0,0.0,1.0,1,0.10026,180.0
hobbies,passatempi,televisione,TELEVISIONE_televisore da cucina,televisore da cucina,1,12,12,12.0,0.0,1.0,1,0.10026,
hobbies,passatempi,televisione,TELEVISIONE_televisore da campeggio,televisore da campeggio,1,13,13,13.0,0.0,1.0,1,0.10026,
hobbies,passatempi,televisione,TELEVISIONE_televisore da esterno,televisore da esterno,1,14,14,14.0,0.0,1.0,1,0.10026,1.0
hobbies,passatempi,televisione,TELEVISIONE_televisore da gioco,televisore da gioco,1,15,15,15.0,0.0,1.0,1,0.10026,1.0
hobbies,passatempi,televisione,TELEVISIONE_televisore con schermo curvo,televisore con schermo curvo,1,16,16,16.0,0.0,1.0,1,0.10026,5.0
hobbies,passatempi,televisione,TELEVISIONE_televisore con schermo piatto,televisore con schermo piatto,1,17,17,17.0,0.0,1.0,1,0.10026,22.0
hobbies,passatempi,televisione,TELEVISIONE_televisore con schermo grande,televisore con schermo grande,1,18,18,18.0,0.0,1.0,1,0.10026,1.0
hobbies,passatempi,televisione,TELEVISIONE_televisore con schermo piccolo,televisore con schermo piccolo,1,19,19,19.0,0.0,1.0,1,0.10026,0.0
hobbies,passatempi,televisione,TELEVISIONE_televisore con sintonizzatore digitale,televisore con sintonizzatore digitale,1,20,20,20.0,0.0,1.0,1,0.10026,
stationery,cancelleria,temperino,TEMPERINO_temperino da tasca,da tasca,1,1,1,1.0,1.0,1.0,1,1.0,56.0
stationery,cancelleria,temperino,TEMPERINO_temperino a sfera,a sfera,1,2,2,2.0,0.0,1.0,1,0.10026,154.0
stationery,cancelleria,temperino,TEMPERINO_temperino a lama retrattile,a lama retrattile,1,3,3,3.0,0.0,1.0,1,0.10026,12.0
stationery,cancelleria,temperino,TEMPERINO_temperino a lama fissa,a lama fissa,1,4,4,4.0,0.0,1.0,1,0.10026,24.0
stationery,cancelleria,temperino,TEMPERINO_temperino pieghevole,pieghevole,1,5,5,5.0,0.0,1.0,1,0.10026,18863.0
stationery,cancelleria,temperino,TEMPERINO_temperino da biglietto da visita,da biglietto da visita,1,6,6,6.0,0.0,1.0,1,0.10026,
stationery,cancelleria,temperino,TEMPERINO_temperino da sopravvivenza,da sopravvivenza,1,7,7,7.0,0.0,1.0,1,0.10026,
stationery,cancelleria,temperino,TEMPERINO_temperino da caccia,da caccia,1,8,8,8.0,0.0,1.0,1,0.10026,33.0
stationery,cancelleria,temperino,TEMPERINO_temperino da pesca,da pesca,1,9,9,9.0,0.0,1.0,1,0.10026,576.0
stationery,cancelleria,temperino,TEMPERINO_temperino da tatuaggio,da tatuaggio,1,10,10,10.0,0.0,1.0,1,0.10026,
stationery,cancelleria,temperino,TEMPERINO_temperino elettrico,elettrico,1,11,11,11.0,0.0,1.0,1,0.10026,33490.0
stationery,cancelleria,temperino,TEMPERINO_temperino automatica,automatica,1,12,12,12.0,0.0,1.0,1,0.10026,21020.0
stationery,cancelleria,temperino,TEMPERINO_temperino a doppia lama,a doppia lama,1,13,13,13.0,0.0,1.0,1,0.10026,35.0
stationery,cancelleria,temperino,TEMPERINO_temperino con portachiavi,con portachiavi,1,14,14,14.0,0.0,1.0,1,0.10026,
stationery,cancelleria,temperino,TEMPERINO_temperino con penna,con penna,1,15,15,15.0,0.0,1.0,1,0.10026,
stationery,cancelleria,temperino,TEMPERINO_temperino con torcia,con torcia,1,16,16,16.0,0.0,1.0,1,0.10026,
stationery,cancelleria,temperino,TEMPERINO_temperino con coltello,con coltello,1,17,17,17.0,0.0,1.0,1,0.10026,
